English	Foreign	Transliteration	Context
Omar has a new door.	عِنْد عُمَر باب جَديد.	-	Describe possessions
Shadi is a Syrian doctor.	شادي دُكتور سورِيّ.	-	Describe possessions
Seth is an American translator.	سيث مُتَرجِم أَمريكِيّ.	-	Describe possessions
Rosa has fish.	عِنْد روزا سَمَك.	-	Describe possessions
Judy has a pretty jacket.	عِنْد جودي جاكيت جَميل.	-	Describe possessions
George has a pretty door.	عِنْد جورْج باب جَميل.	-	Describe possessions
Seth is Lebanese.	سيث لُبنانِيّ.	-	Describe possessions
Omar is Omani American.	عُمَر أَمريكِيّ عُمانِيّ.	-	Describe possessions
Seth is Lebanese American.	سيث أَمريكِيّ لُبنانِيّ.	-	Describe possessions
Zayd is Scottish.	زَيْد إِسْكُتْلَنْدِيّ.	-	Talk about countries
David and Carrie are from Holland.	دَوود وَكَري مِن هولَنْدا.	-	Talk about countries
Zayd and Tamer are from Canada.	زَيْد وَتامِر مِن كَنَدا.	-	Talk about countries
Canada and America	كَنَدا وَأَمْريكا	-	Talk about countries
Rawad is from England.	رَواد مِن إِنْجِلْتِرا.	-	Talk about countries
Rawad is Canadian and English.	رَواد كَنَدِيّ وَإِنْجِليزِيّ.	-	Talk about countries
Bob is from England.	بوب مِن إِنْجِلْتِرا.	-	Talk about countries
David is Scottish Canadian.	دَوود كَنَدِيّ إِسْكُتْلَنْدِيّ.	-	Talk about countries
Tamer and Rawad are from England.	تامِر وَرَواد مِن إِنْجِلْتِرا.	-	Talk about countries
Judy is from Scotland.	جودي مِن إِسْكُتْلَنْدا.	-	Talk about countries
You're welcome, Judy.	عَفْواً يا جودي.	-	Use basic phrases
You are from France, Sam.	أَنْتَ مِن فَرَنْسا يا سام.	-	Use basic phrases
You're welcome, Maha.	عَفْواً يا مَها.	-	Use basic phrases
Where are you from, Carrie?	مِن أَيْن أَنْتِ يا كَري؟	-	Use basic phrases
Where is George, Bob?	أَيْن جورْج يا بوب؟	-	Use basic phrases
Where are you from, David?	مِن أَيْن أَنْتَ يا دَوود؟	-	Use basic phrases
You are from France, Rosa.	أَنْتِ مِن فَرَنْسا يا روزا.	-	Use basic phrases
Rosa is from Australia.	روزا مِن أُسْتُرالْيا.	-	Use basic phrases
Thank you, Farid.	شُكْراً يا فَريد.	-	Use basic phrases
Absolutely, Farid.	تَماماً يا فَريد.	-	Use basic phrases
hello	مرحبًا	-	Use basic phrases
Where is Omar?	أَيْن عُمَر؟	-	Use basic phrases
You are from Germany, David.	أَنْتَ مِن أَلْمانْيا يا دَوود.	-	Use basic phrases
You are Rosa.	أَنْتِ روزا.	-	Use basic phrases
boy	وَلَد	-	Form feminine adjectives
man	رَجُل	-	Form feminine adjectives
Rosa is an amazing Syrian doctor.	روزا دُكْتورة سورِيّة مُمْتازة.	-	Form feminine adjectives
a Syrian man	رَجُل سورِيّ	-	Form feminine adjectives
woman	اِمْرَأة	-	Form feminine adjectives
a smart woman and a smart man	اِمْرَأة ذَكِيّة وَرَجُل ذَكِيّ	-	Form feminine adjectives
Samia is a smart Arab girl.	سامْية بِنْت عَرَبِيّة ذَكِيّة.	-	Form feminine adjectives
Rania is a smart Arab woman.	رانْيا امْرَأة عَرَبِيّة ذَكِيّة.	-	Form feminine adjectives
a smart Arab American girl	بِنْت أَمْريكِيّة عَرَبِيّة ذَكِيّة	-	Form feminine adjectives
an American man	رَجُل أَمْريكِيّ	-	Form feminine adjectives
a smart Arab American woman	اِمْرَأة أَمْريكِيّة عَرَبِيّة ذَكِيّة	-	Form feminine adjectives
Samia is a good Tunisian translator.	سامْية مُتَرْجِمة تونِسِيّة جَيِّدة.	-	Form feminine adjectives
Samia is a good doctor.	سامْية دُكْتورة جَيِّدة.	-	Form feminine adjectives
Samia is a smart girl.	سامْية بِنْت ذَكِيّة.	-	Form feminine adjectives
Rosa is a Syrian American girl.	روزا بِنْت أَمْريكِيّة سورِيّة.	-	Form feminine adjectives
Judy is a Tunisian woman.	جودي امْرَأة تونِسِيّة.	-	Form feminine adjectives
Rania is an American woman.	رانْيا امْرَأة أَمْريكِيّة.	-	Form feminine adjectives
Carrie is an American professor.	كَري أُسْتاذة أَمْريكِيّة.	-	Form feminine adjectives
Ali is a man.	عَلي رَجُل.	-	Form feminine adjectives
a good doctor	دُكْتورة جَيِّدة	-	Form feminine adjectives
teacher	مُعَلِّم	-	Identify professions
He is a French man.	هُوَّ رَجُل فَرَنْسِيّ.	-	Identify professions
Is Lama an engineer?	هَل لَمى مُهَنْدِسة؟	-	Identify professions
She is a professor from Paris.	هِيَّ أُسْتاذة مِن باريس.	-	Identify professions
Is she a good translator?	هَل هِيَّ مُتَرْجِمة جَيِّدة؟	-	Identify professions
You are very weird, David.	أَنْتَ غَريب جِدّاً يا دَوود.	-	Identify professions
He is a French man from Paris.	هُوَّ رَجُل فَرَنْسِيّ مِن باريس.	-	Identify professions
Arwa is a weird engineer.	أَرْوى مُهَنْدِسة غَريبة.	-	Identify professions
Is Lama an Arab French engineer?	هَل لَمى مُهَنْدِسة فَرَنْسِيّة عَرَبِيّة؟	-	Identify professions
I am Rosa and I am hungry.	أَنا روزا وَأَنا جَوْعانة.	-	Identify professions
You are a weird man, Mike.	أَنْتَ رَجُل غَريب يا مايْك.	-	Identify professions
You are hungry, Professor Samia.	أَنْتِ جَوْعانة يا أُسْتاذة سامْية.	-	Identify professions
You are very weird, Carrie.	أَنْتِ غَريبة جِدّاً يا كَري.	-	Identify professions
He is a Dutch doctor.	هُوَّ دُكْتور هولَنْدِيّ.	-	Identify professions
Lama is Arab French.	لَمى فَرَنْسِيّة عَرَبِيّة.	-	Identify professions
Is Judy a new doctor?	هَل جودي دُكْتورة جَديدة؟	-	Identify professions
Bob is a French teacher.	بوب مُعَلِّم فَرَنْسِيّ.	-	Identify professions
Is Arwa an engineer?	هَل أَرْوى مُهَنْدِسة؟	-	Identify professions
Lama is an engineer.	لَمى مُهَنْدِسة.	-	Identify professions
door	باب	-	Describe universities
a spacious car	سَيّارة واسِعة	-	Describe universities
a big house and a big car	بَيْت كَبير وَسَيّارة كَبيرة	-	Describe universities
New York is a crowded city.	نْيويورْك مَدينة مُزْدَحِمة.	-	Describe universities
Al-Azhar is an important Islamic university.	اَلْأَزْهَر جامِعة إِسْلامِيّة مُهِمّة.	-	Describe universities
Paris is a very famous city.	باريس مَدينة مَشْهورة جِدّاً.	-	Describe universities
Harvard is a very famous American university.	هارْفارْد جامِعة أَمْريكِيّة مَشْهورة جِدّاً.	-	Describe universities
Al-Azhar is an Islamic university.	اَلْأَزْهَر جامِعة إِسْلامِيّة.	-	Describe universities
a big car	سَيّارة كَبيرة	-	Describe universities
Paris is a crowded French city.	باريس مَدينة فَرَنْسِيّة مُزْدَحِمة.	-	Describe universities
Al-Azhar is a very famous Islamic university.	اَلْأَزْهَر جامِعة إِسْلامِيّة مَشْهورة جِدّاً.	-	Describe universities
a big thing	شَيْء كَبير	-	Describe universities
an important university	جامِعة مُهِمّة	-	Describe universities
Berlin is a spacious city.	بَرْلين مَدينة واسِعة.	-	Describe universities
a very famous university	جامِعة مَشْهورة جِدّاً	-	Describe universities
an easy language and an easy teacher	لُغة سَهْلة وَمُعَلِّم سَهْل	-	Describe universities
The teacher is a teacher.	اَلْمُعَلِّم مُعَلِّم.	-	Form questions
a tall neighbor	جار طَويل	-	Form questions
Are you Jordanian, Reem?	هَل أَنْتِ أُرْدُنِيّة يا ريم؟	-	Form questions
The engineer is a new engineer.	اَلْمُهَنْدِسة مُهَنْدِسة جَديدة.	-	Form questions
You are in Cuba, Reem.	أَنْتِ في كوبا يا ريم.	-	Form questions
Are you a Jordanian teacher, Reem?	هَل أَنْتِ مُعَلِّمة أُرْدُنِيّة يا ريم؟	-	Form questions
Are you in Beirut, Samia?	هَل أَنْتِ في بَيْروت يا سامْية؟	-	Form questions
You are a translator, Professor Reem.	أَنْتِ مُتَرْجِمة يا أُسْتاذة ريم.	-	Form questions
The university is a crowded university.	اَلْجامِعة جامِعة مُزْدَحِمة.	-	Form questions
The lawyer is in Germany.	اَلْمُحامي في أَلْمانْيا.	-	Form questions
The city is a famous city.	اَلْمَدينة مَدينة مَشْهورة.	-	Form questions
The translator is a fast translator.	اَلْمُتَرْجِم مُتَرْجِم سَريع.	-	Form questions
Are you a Jordanian doctor, Samia?	هَل أَنْتِ دُكْتورة أُرْدُنِيّة يا سامْية؟	-	Form questions
The university is an easy university.	اَلْجامِعة جامِعة سَهْلة.	-	Form questions
The teacher is in Beirut.	اَلْمُعَلِّمة في بَيْروت.	-	Form questions
father	أَب	-	Describe your family
my daughter	بِنْتي	-	Describe your family
a happy dog	كَلْب سَعيد	-	Describe your family
my teacher George and my neighbor Sam	مُعَلِّمي جورْج وَجاري سام	-	Describe your family
My mother is a fast translator.	أُمّي مُتَرْجِمة سَريعة.	-	Describe your family
my brother and my father	أَخي وَأَبي	-	Describe your family
an amazing and pretty dog	كَلْب مُمْتاز وَجَميل	-	Describe your family
My teacher George is French.	مُعَلِّمي جورْج فَرَنْسِيّ.	-	Describe your family
My daughter is an amazing accountant.	بِنْتي مُحاسِبة مُمْتازة.	-	Describe your family
a hungry mother	أُمّ جَوْعانة	-	Describe your family
My brother is amazing.	أَخي مُمْتاز.	-	Describe your family
My husband is fun.	زَوْجي مُمْتِع.	-	Describe your family
my son and my daughter	اِبْني وَبِنْتي	-	Describe your family
a brother	أَخ	-	Describe your family
a weird brother	أَخ غَريب	-	Describe your family
He is your son, Bob.	هُوَّ ابْنَك يا بوب.	-	Introduce yourself
Your daughter is smart, Samia.	بِنْتِك ذَكِيّة يا سامْية.	-	Introduce yourself
a pretty name	اِسْم جَميل	-	Introduce yourself
Your garage is cold and your house is pretty, Sam.	كَراجَك بارِد وَبَيْتَك جَميل يا سام.	-	Introduce yourself
He is your son and he is very weird, Sam.	هُوَّ ابْنَك وَهُوَّ غَريب جِدّاً يا سام.	-	Introduce yourself
He is your dog and he is happy, Carrie.	هُوَّ كَلْبِك وَهُوَّ سَعيد يا كَري.	-	Introduce yourself
Your husband is weird, Lama.	زَوْجِك غَريب يا لَمى.	-	Introduce yourself
Your house is new, Carrie.	بَيْتِك جَديد يا كَري.	-	Introduce yourself
Your house is very weird, Samia.	بَيْتِك غَريب جِدّاً يا سامْية.	-	Introduce yourself
Are you an accountant, sir?	هَل أَنْتَ مُحاسِب يا أُسْتاذ؟	-	Introduce yourself
He is generous and he is your husband, Judy.	هُوَّ كَريم وَهُوَّ زَوْجِك يا جودي.	-	Introduce yourself
Is your name Bob?	هَل اِسْمَك بوب؟	-	Introduce yourself
My house is your house, Samia.	بَيْتي بَيْتِك يا سامْية.	-	Introduce yourself
Your garage is amazing, Samia.	كَراجِك مُمْتاز يا سامْية.	-	Introduce yourself
Your jacket is amazing, Sam.	جاكيتَك مُمْتاز يا سام.	-	Introduce yourself
He is your dog and he is happy, Omar.	هُوَّ كَلْبَك وَهُوَّ سَعيد يا عُمَر.	-	Introduce yourself
My name is Maha.	اِسْمي مَها.	-	Introduce yourself
Your garage is cold, Sam.	كَراجَك بارِد يا سام.	-	Introduce yourself
Your neighbor Omar is a fast translator, Mike.	جارَك عُمَر مُتَرْجِم سَريع يا مايْك.	-	Introduce yourself
grandfather	جَدّ	-	Talk about your family
grandmother	جَدّة	-	Talk about your family
Is your city Paris, Samia?	هَل مَدينَتِك باريس يا سامْية؟	-	Talk about your family
your teacher Judy	مُعَلِّمَتَك جودي	-	Talk about your family
my neighbor Mike and my neighbor Judy	جاري مايْك وَجارَتي جودي	-	Talk about your family
your teacher Judy	مُعَلِّمَتِك جودي	-	Talk about your family
My wife is tired.	زَوْجَتي تَعْبانة.	-	Talk about your family
my husband Mahmoud	زَوْجي مَحْمود	-	Talk about your family
my daughter and my wife	بِنْتي وَزَوْجَتي	-	Talk about your family
Mike, is Rania your grandmother?	يا مايْك هَل رانْيا جَدَّتَك؟	-	Talk about your family
Are you happy in your city, George?	هَل أَنْتَ سَعيد في مَدينَتَك يا جورْج؟	-	Talk about your family
Carrie, is your wife Judy an accountant?	يا كَري هَل زَوْجَتِك جودي مُحاسِبة؟	-	Talk about your family
a kind grandmother	جَدّة لَطيفة	-	Talk about your family
a grandfather and a grandmother	جَدّ وَجَدّة	-	Talk about your family
My husband Mahmoud is a fast accountant.	زَوْجي مَحْمود مُحاسِب سَريع.	-	Talk about your family
Your teacher Judy is smart, Samia.	مُعَلِّمَتِك جودي ذَكِيّة يا سامْية.	-	Talk about your family
a kind and amazing grandmother	جَدّة لَطيفة وَمُمْتازة	-	Talk about your family
Is your wife French, Sam?	هَل زَوْجَتَك فَرَنْسِيّة يا سام؟	-	Talk about your family
my neighbor Sam and my neighbor Ibrahim	جاري سام وَجاري إِبْراهيم	-	Talk about your family
my husband Zayd and my grandfather Mahmoud	زَوْجي زَيْد وَجَدّي مَحْمود	-	Talk about your family
Arwa has a cat.	عِنْد أَرْوى قِطّة.	-	Talk about your family
brown	بُنِّيّ	-	Discuss clothing
a skirt and a t-shirt	تَنّورة وَتي شيرْت	-	Discuss clothing
You have a white blouse, Rania.	عِنْدِك بَلوزة بَيْضاء يا رانْيا.	-	Discuss clothing
Seth does not have a skirt.	لَيْسَ عِنْد سيث تَنّورة.	-	Discuss clothing
scarf	وِشاح	-	Discuss clothing
Does Reem have a coat?	هَل عِنْد ريم مِعْطَف؟	-	Discuss clothing
You do not have a white blouse, Bob.	لَيْسَ عِنْدَك بَلوزة بَيْضاء يا بوب.	-	Discuss clothing
Judy does not have a brown and blue coat.	لَيْسَ عِنْد جودي مِعْطَف بُنِّيّ وَأَزْرَق.	-	Discuss clothing
Seth has a skirt.	عِنْد سيث تَنّورة.	-	Discuss clothing
You have a t-shirt, Sam.	عِنْدَك تي شيرْت يا سام.	-	Discuss clothing
a blue hat	قُبَّعة زَرْقاء	-	Discuss clothing
Do you have a t-shirt and a scarf, Sam?	هَل عِنْدَك تي شيرْت وَوِشاح يا سام؟	-	Discuss clothing
I have a t-shirt.	عِنْدي تي شيرْت.	-	Discuss clothing
I do not have a scarf.	لَيْسَ عِنْدي وِشاح.	-	Discuss clothing
I do not have a hat.	لَيْسَ عِنْدي قُبَّعة.	-	Discuss clothing
You have a blue skirt, George.	عِنْدَك تَنّورة زَرْقاء يا جورْج.	-	Discuss clothing
Do you have a t-shirt, Sam?	هَل عِنْدَك تي شيرْت يا سام؟	-	Discuss clothing
This is a table.	هٰذِهِ طاوِلة.	-	Describe your house
This is spacious.	هٰذا واسِع.	-	Describe your house
This is my teacher Mohamed.	هٰذا مُعَلِّمي مُحَمَّد.	-	Describe your house
This is a pretty, old garden.	هٰذِهِ حَديقة قَديمة جَميلة.	-	Describe your house
This is a spacious kitchen, praise be to God!	هٰذا مَطْبَخ واسِع اَلْحَمْدُ لِله!	-	Describe your house
Is this your rent, Rosa?	هَل هٰذا إيجارِك يا روزا؟	-	Describe your house
an expensive city	مَدينة غالْية	-	Describe your house
This is my neighbor Mohamed.	هٰذا جاري مُحَمَّد.	-	Describe your house
This is my neighbor Sam.	هٰذا جاري سام.	-	Describe your house
garden	حَديقة	-	Describe your house
an expensive house	بَيْت غالي	-	Describe your house
This is a pretty building.	هٰذِهِ بِناية جَميلة.	-	Describe your house
This is an old city.	هٰذِهِ مَدينة قَديمة.	-	Describe your house
This is a garden.	هٰذِهِ حَديقة.	-	Describe your house
This is an expensive living room.	هٰذا صالون غالي.	-	Describe your house
This is a spacious house.	هٰذا بَيْت واسِع.	-	Describe your house
This is a weird kitchen.	هٰذا مَطْبَخ غَريب.	-	Describe your house
The dog is hungry.	اَلْكَلْب جَوْعان.	-	Describe your house
This is a building.	هٰذِهِ بِناية.	-	Describe your house
This is a living room.	هٰذا صالون.	-	Describe your house
The room is big, praise be to God.	اَلْغُرْفة كَبيرة اَلْحَمْدُ لِله.	-	Describe your house
This is a bathroom.	هٰذا حَمّام.	-	Describe your house
wallet	مَحْفَظة	-	Name personal items
key	مِفْتاح	-	Name personal items
There is no drink.	لَيْسَ هُناك مَشْروب.	-	Name personal items
The university is there.	اَلْجامِعة هُناك.	-	Name personal items
There is a hat in your bag, Bob.	هُناك قُبَّعة في شَنْطَتَك يا بوب.	-	Name personal items
The dog is there.	اَلْكَلْب هُناك.	-	Name personal items
an expensive bag	شَنْطة غالْية	-	Name personal items
There is no pen.	لَيْسَ هُناك قَلَم.	-	Name personal items
There is a wallet.	هُناك مَحْفَظة.	-	Name personal items
My bag is there.	شَنْطَتي هُناك.	-	Name personal items
There is no drink in your bag, Seth.	لَيْسَ هُناك مَشْروب في شَنْطَتَك يا سيث.	-	Name personal items
There is no notebook in my bag.	لَيْسَ هُناك دَفْتَر في شَنْطَتي.	-	Name personal items
There is a book and a scarf in my bag.	هُناك كِتاب وَوِشاح في شَنْطَتي.	-	Name personal items
There is no cheap notebook.	لَيْسَ هُناك دَفْتَر رَخيص.	-	Name personal items
There is no notebook.	لَيْسَ هُناك دَفْتَر.	-	Name personal items
There is no cash in my house.	لَيْسَ هُناك نُقود في بَيْتي.	-	Name personal items
There is a book in my bag.	هُناك كِتاب في شَنْطَتي.	-	Name personal items
the engineer's newspaper	صَحيفة اَلْمُهَنْدِس	-	Describe an office
Your computer is fast, praise be to God!	حاسوبِك سَريع اَلْحَمْدُ لِله!	-	Describe an office
The professor's office is spacious.	مَكْتَب اَلْأُسْتاذ واسِع.	-	Describe an office
The cat's room is very big.	غُرْفة اَلْقِطّة كَبيرة جِدّاً.	-	Describe an office
The cat's room is pretty.	غُرْفة اَلْقِطّة جَميلة.	-	Describe an office
The cat's chair is white.	كُرْسي الْقِطّة أَبْيَض.	-	Describe an office
The professor's office is in my house.	مَكْتَب اَلْأُسْتاذ في بَيْتي.	-	Describe an office
The cat's room is old.	غُرْفة اَلْقِطّة قَديمة.	-	Describe an office
This is an office.	هٰذا مَكْتَب.	-	Describe an office
The professor's office is big and pretty.	مَكْتَب اَلْأُسْتاذ كَبير وَجَميل.	-	Describe an office
The professor's pen is brown.	قَلَم اَلْأُسْتاذة بُنِّيّ.	-	Describe an office
the professor's office	مَكْتَب اَلْأُسْتاذة	-	Describe an office
Where is the newspaper?	أَيْن اَلْصَّحيفة؟	-	Describe an office
The cat's chair is in my house.	كُرْسي الْقِطّة في بَيْتي.	-	Describe an office
The professor's pen is expensive.	قَلَم اَلْأُسْتاذة غالي.	-	Describe an office
The professor's newspaper is in my house.	صَحيفة اَلْأُسْتاذ في بَيْتي.	-	Describe an office
milk	حَليب	-	Refer to food
water	ماء	-	Refer to food
Mohamed's restaurant is good.	مَطْعَم مُحَمَّد طَيِّب.	-	Refer to food
This is your coffee, Samia.	هٰذِهِ قَهْوَتِك يا سامْية.	-	Refer to food
restaurant	مَطْعَم	-	Refer to food
This is your rice, Tamer.	هٰذا رُزَّك يا تامِر.	-	Refer to food
Mohamed's restaurant is expensive but good.	مَطْعَم مُحَمَّد غالي لٰكِنّ طَيِّب.	-	Refer to food
The food in Mohamed's restaurant is good but expensive.	اَلْأَكْل في مَطْعَم مُحَمَّد طَيِّب لٰكِنّ غالي.	-	Refer to food
The food there is good but expensive.	اَلْأَكْل هُناك طَيِّب لٰكِنّ غالي.	-	Refer to food
Arabic food	أَكْل عَرَبِيّ	-	Refer to food
There is a new Syrian restaurant in Beirut.	هُناك مَطْعَم سورِيّ جَديد في بَيْروت.	-	Refer to food
My rice is good.	رُزّي طَيِّب.	-	Refer to food
Your coffee is from Syria, Rania.	قَهْوَتِك مِن سورْيا يا رانْيا.	-	Refer to food
Your coffee is there, Bob.	قَهْوَتَك هُناك يا بوب.	-	Refer to food
Moroccan food	أَكْل مَغْرِبِيّ	-	Refer to food
Seth's coffee	قَهْوَة سيث	-	Refer to food
The food there is good.	اَلْأَكْل هُناك طَيِّب.	-	Refer to food
My work is fun.	عَمَلي مُمْتِع.	-	Describe a picture
Her house is pretty.	بَيْتها جَميل.	-	Describe a picture
my son and his neighbor Rosa	اِبْني وَجارَتهُ روزا	-	Describe a picture
my brother and his friend Bob	أَخي وَصَديقهُ بوب	-	Describe a picture
I know her friend Rania.	أَعْرِف صَديقَتها رانْيا.	-	Describe a picture
In this picture, there is my mother and her friend Bob.	في هٰذِهِ الْصّورة هُناك أُمّي وَصَديقها بوب.	-	Describe a picture
Her friend Bob is close to her house.	صَديقها بوب قَريب مِن بَيْتها.	-	Describe a picture
In this picture, there is my father and his friend Bob.	في هٰذِهِ الْصّورة هُناك أَبي وَصَديقهُ بوب.	-	Describe a picture
Samia is an amazing friend.	سامْية صَديقة مُمْتازة.	-	Describe a picture
His work is easy.	عَمَلهُ سَهْل.	-	Describe a picture
Her work is important.	عَمَلها مُهِمّ.	-	Describe a picture
I do not know his neighbor Maha.	لا أَعْرِف جارَتهُ مَها.	-	Describe a picture
Reem is a difficult friend.	ريم صَديقة صَعْبة.	-	Describe a picture
I do not know his name.	لا أَعْرِف اِسْمهُ.	-	Describe a picture
I do not know his friend Bob.	لا أَعْرِف صَديقهُ بوب.	-	Describe a picture
I know his neighbor Rosa.	أَعْرِف جارَتهُ روزا.	-	Describe a picture
her neighbor Rosa	جارَتها روزا	-	Describe a picture
Rania is a weird friend.	رانْيا صَديقة غَريبة.	-	Describe a picture
his friend Samia	صَديقَتهُ سامْية	-	Describe a picture
I do not know!	لا أَعْرِف!	-	Describe a picture
His work is very important.	عَمَلهُ مُهِمّ جِدّاً.	-	Describe a picture
I like photography a lot.	أُحِبّ اَلْتَّصْوير كَثيراً.	-	Talk about your hobbies
I do not like this restaurant.	لا أُحِبّ هٰذا الْمَطْعَم.	-	Talk about your hobbies
I do not like swimming a lot.	لا أُحِبّ اَلْسِّباحة كَثيراً.	-	Talk about your hobbies
reading and writing	اَلْقِراءة وَالْكِتابة	-	Talk about your hobbies
talking with my father in the afternoon	اَلْكَلام مَعَ أَبي بَعْد اَلْظُّهْر	-	Talk about your hobbies
I like reading in the morning and in the evening.	أُحِبّ اَلْقِراءة صَباحاً وَمَساءً.	-	Talk about your hobbies
I like talking with my father in the afternoon.	أُحِبّ اَلْكَلام مَعَ أَبي بَعْد اَلْظُّهْر.	-	Talk about your hobbies
I like talking with my father.	أُحِبّ اَلْكَلام مَعَ أَبي.	-	Talk about your hobbies
I do not like my bag.	لا أُحِبّ شَنْطَتي.	-	Talk about your hobbies
talking with my father	اَلْكَلام مَعَ أَبي	-	Talk about your hobbies
I like reading a lot.	أُحِبّ اَلْقِراءة كَثيراً.	-	Talk about your hobbies
I like sleeping in the afternoon.	أُحِبّ اَلْنَّوْم بَعْد اَلْظُّهْر.	-	Talk about your hobbies
I like traveling to Germany.	أُحِبّ اَلْسَّفَر إِلى أَلْمانْيا.	-	Talk about your hobbies
Running is good.	اَلْجَري جَيِّد.	-	Talk about your hobbies
I like running and eating also.	أُحِبّ اَلْجَري وَالْأَكْل أَيْضاً.	-	Talk about your hobbies
I like swimming in the evening.	أُحِبّ اَلْسِّباحة مَساءً.	-	Talk about your hobbies
I do not like eating.	لا أُحِبّ اَلْأَكْل.	-	Talk about your hobbies
I like writing and reading also.	أُحِبّ اَلْكِتابة وَالْقِراءة أَيْضاً.	-	Talk about your hobbies
The spring is pretty now.	اَلْرَّبيع جَميل اَلآن.	-	Identify the weather
winter	شِتاء	-	Identify the weather
I do not like cold weather.	لا أُحِبّ اَلْطَّقْس اَلْبارِد.	-	Identify the weather
rain	مَطَر	-	Identify the weather
a rainy summer	صَيْف مُمْطِر	-	Identify the weather
spring	رَبيع	-	Identify the weather
The spring is rainy now.	اَلْرَّبيع مُمْطِر اَلآن.	-	Identify the weather
Today is a hot day.	اَلْيَوْم يَوْم حارّ.	-	Identify the weather
The weather is very rainy today.	اَلْطَّقْس مُمْطِر جِدّاً اَلْيَوْم.	-	Identify the weather
The rainy spring is a pretty thing.	اَلْرَّبيع اَلْمُمْطِر شَيْء جَميل.	-	Identify the weather
a rainy and hot summer	صَيْف مُمْطِر وَحارّ	-	Identify the weather
 high humidity	رُطوبة عالْية	-	Identify the weather
I do not like hot weather.	لا أُحِبّ اَلْطَّقْس اَلْحارّ.	-	Identify the weather
Today is a cold day.	اَلْيَوْم يَوْم بارِد.	-	Identify the weather
fall	خَريف	-	Identify the weather
a cold spring	رَبيع بارِد	-	Identify the weather
The big moon is pretty.	اَلْقَمَر اَلْكَبير جَميل.	-	Identify the weather
cold weather	طَقْس بارِد	-	Identify the weather
