ID	Context	English	Foreign	Transliteration	Sources	Tip	Debug
TODO	Name food and drinks	This is rice.	这是米饭。	zhè shì mǐ fàn  	Duo	-	type=translate:reverse_tap
TODO	Name food and drinks	This is porridge.	这是粥。	zhè shì zhōu  	Duo	-	type=translate:tap
TODO	Name food and drinks	water, coffee	水、咖啡	shuǐ, kā fēi 	Duo	-	type=translate:reverse_tap
TODO	Name food and drinks	porridge and soup	粥和汤	zhōu hé tāng 	Duo	-	type=translate:tap
TODO	Name food and drinks	tofu and rice	豆腐和米饭	dòu fu hé mǐ fàn 	Duo	-	type=translate:reverse_tap
TODO	Name food and drinks	This is rice.	这是米饭。	zhè shì mǐ fàn  	Duo	-	type=translate:tap
TODO	Name food and drinks	hot tea	热茶	rè chá 	Duo	-	type=translate:reverse_tap
TODO	Name food and drinks	Soup, porridge	汤、粥	tāng, zhōu 	Duo	-	type=translate:tap
TODO	Name food and drinks	Soup, tea	汤、茶	tāng, chá 	Duo	-	type=translate:reverse_tap
TODO	Name food and drinks	This is porridge.	这是粥。	zhè shì zhōu  	Duo	-	type=translate:tap
TODO	Name food and drinks	tofu and soup	豆腐和汤	dòu fu hé tāng 	Duo	-	type=translate:reverse_tap
TODO	Name food and drinks	tea and soup	茶和汤	chá hé tāng 	Duo	-	type=translate:tap
TODO	Name food and drinks	hot water	热水	rè shuǐ 	Duo	-	type=translate:reverse_tap
TODO	Name food and drinks	Rice and tofu	米饭和豆腐	mǐ fàn hé dòu fu 	Duo	-	type=translate:tap
TODO	Name food and drinks	Rice, water	米饭、水	mǐ fàn, shuǐ 	Duo	-	type=translate:reverse_tap
TODO	Name food and drinks	This is tofu.	这是豆腐。	zhè shì dòu fu  	Duo	-	type=translate:tap
TODO	Name food and drinks	Soup, porridge	汤、粥	tāng, zhōu 	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Japan	日本	rì běn 	Duo	-	type=select:name_example
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	Americans and South Koreans	美国人和韩国人	měi guó rén hé hán guó rén 	Duo	-	type=translate:tap
TODO	Talk about nationalities	Hi, I am South Korean.	嗨，我是韩国人。	hāi  wǒ shì hán guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	I am South Korean, how about you?	我是韩国人，你呢？	wǒ shì hán guó rén  nǐ ne  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Chinese and American	中国人和美国人	zhōng guó rén hé měi guó rén 	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	America	美国	měi guó 	Duo	-	type=select:name_example
TODO	Talk about nationalities	Japan	日本	rì běn 	Duo	-	type=select:name_example
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	China, Chinese people	中国、中国人	zhōng guó, zhōng guó rén 	Duo	-	type=translate:tap
TODO	Talk about nationalities	Hi, I am South Korean.	嗨，我是韩国人。	hāi  wǒ shì hán guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	I am South Korean, how about you?	我是韩国人，你呢？	wǒ shì hán guó rén  nǐ ne  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Hi, I am South Korean.	嗨，我是韩国人。	hāi  wǒ shì hán guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	America	美国	měi guó 	Duo	-	type=select:name_example
TODO	Talk about nationalities	Japan	日本	rì běn 	Duo	-	type=select:name_example
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	American	美国人	měi guó rén 	Duo	-	type=translate:tap
TODO	Talk about nationalities	Hi, I am South Korean.	嗨，我是韩国人。	hāi  wǒ shì hán guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	Chinese and American	中国人和美国人	zhōng guó rén hé měi guó rén 	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Hi, I am South Korean.	嗨，我是韩国人。	hāi  wǒ shì hán guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	America	美国	měi guó 	Duo	-	type=select:name_example
TODO	Talk about nationalities	Japan	日本	rì běn 	Duo	-	type=select:name_example
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	Hi!	嗨！	hāi  	Duo	-	type=translate:tap
TODO	Talk about nationalities	Chinese and American	中国人和美国人	zhōng guó rén hé měi guó rén 	Duo	-	type=translate:tap
TODO	Talk about nationalities	Americans and South Koreans	美国人和韩国人	měi guó rén hé hán guó rén 	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Chinese people, American people	中国人、美国人	zhōng guó rén, měi guó rén 	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	I am American!	我是美国人！	wǒ shì měi guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Hi, I am American, how about you?	嗨，我是美国人，你呢？	hāi  wǒ shì měi guó rén  nǐ ne  	Duo	-	type=translate:tap
TODO	Talk about nationalities	Hi!	嗨！	hāi  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Hi, I am Japanese.	嗨，我是日本人。	hāi  wǒ shì rì běn rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	South Korea	韩国	hán guó 	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	I am Chinese, and you?	我是中国人，你呢？	wǒ shì zhōng guó rén  nǐ ne  	Duo	-	type=translate:tap
TODO	Talk about nationalities	American	美国人	měi guó rén 	Duo	-	type=translate:tap
TODO	Talk about nationalities	I am American!	我是美国人！	wǒ shì měi guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Hi!	嗨！	hāi  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Hi.	嗨。	hāi  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	American	美国人	měi guó rén 	Duo	-	type=translate:tap
TODO	Talk about nationalities	I am American!	我是美国人！	wǒ shì měi guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Hi, I am American, how about you?	嗨，我是美国人，你呢？	hāi  wǒ shì měi guó rén  nǐ ne  	Duo	-	type=translate:tap
TODO	Talk about nationalities	Hi, I am Chinese.	嗨，我是中国人。	hāi  wǒ shì zhōng guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Hi, I am South Korean.	嗨，我是韩国人。	hāi  wǒ shì hán guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	I am Chinese.	我是中国人。	wǒ shì zhōng guó rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	I am American!	我是美国人！	wǒ shì měi guó rén  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Hi, I am American, how about you?	嗨，我是美国人，你呢？	hāi  wǒ shì měi guó rén  nǐ ne  	Duo	-	type=translate:tap
TODO	Talk about nationalities	Hi!	嗨！	hāi  	Duo	-	type=translate:reverse_tap
TODO	Talk about nationalities	Hi, I am Japanese.	嗨，我是日本人。	hāi  wǒ shì rì běn rén  	Duo	-	type=translate:tap
TODO	Talk about nationalities	I am South Korean, how about you?	我是韩国人，你呢？	wǒ shì hán guó rén  nǐ ne  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	English	英文	yīng wén 	Duo	-	type=select:name_example
TODO	Discuss professions	Correct, I am a student.	对，我是学生。	duì  wǒ shì xué sheng  	Duo	-	type=translate:tap
TODO	Discuss professions	Doctor, lawyer	医生、律师	yī shēng, lǜ shī 	Duo	-	type=translate:tap
TODO	Discuss professions	You are a Chinese teacher, right?	你是中文老师，对不对？	nǐ shì zhōng wén lǎo shī  duì bù duì  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	I speak Chinese and English.	我说中文和英语。	wǒ shuō zhōng wén hé yīng yǔ  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	You speak Chinese, right?	你说中文，对不对？	nǐ shuō zhōng wén  duì bu duì  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	teacher	老师	lǎo shī 	Duo	-	type=select:name_example
TODO	Discuss professions	doctor	医生	yī shēng 	Duo	-	type=select:name_example
TODO	Discuss professions	Correct, I am a student.	对，我是学生。	duì  wǒ shì xué sheng  	Duo	-	type=translate:tap
TODO	Discuss professions	Doctor, lawyer	医生、律师	yī shēng, lǜ shī 	Duo	-	type=translate:tap
TODO	Discuss professions	I speak Chinese and English.	我说中文和英语。	wǒ shuō zhōng wén hé yīng yǔ  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	You speak Chinese, right?	你说中文，对不对？	nǐ shuō zhōng wén  duì bu duì  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	Yes, I speak Chinese.	是的，我说中文。	shì de  wǒ shuō zhōng wén  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	English	英文	yīng wén 	Duo	-	type=select:name_example
TODO	Discuss professions	Correct, I speak Chinese!	对，我说中文！	duì  wǒ shuō zhōng wén  	Duo	-	type=translate:tap
TODO	Discuss professions	Doctor, lawyer	医生、律师	yī shēng, lǜ shī 	Duo	-	type=translate:tap
TODO	Discuss professions	Yes, I speak Chinese.	对，我说中文。	duì  wǒ shuō zhōng wén  	Duo	-	type=translate:tap
TODO	Discuss professions	Correct, I am an English teacher.	对，我是英文老师。	duì  wǒ shì yīng wén lǎo shī  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	I speak Chinese.	我说中文。	wǒ shuō zhōng wén  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	Lawyer and English teacher	律师和英文老师	lǜ shī hé yīng wén lǎo shī 	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	English	英文	yīng wén 	Duo	-	type=select:name_example
TODO	Discuss professions	Yes, I speak English.	对，我说英文。	duì  wǒ shuō yīng wén  	Duo	-	type=translate:tap
TODO	Discuss professions	Lawyer and doctor	律师和医生	lǜ shī hé yī shēng 	Duo	-	type=translate:tap
TODO	Discuss professions	Yes, I speak Chinese.	对，我说中文。	duì  wǒ shuō zhōng wén  	Duo	-	type=translate:tap
TODO	Discuss professions	Yes, I speak Chinese.	是的，我说中文。	shì de  wǒ shuō zhōng wén  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	You are an English teacher, right?	你是英文老师，对不对？	nǐ shì yīng wén lǎo shī  duì bu duì  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	You are a student, right?	你是学生，对不对？	nǐ shì xué sheng  duì bù duì  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	I am a student, what about you?	我是学生，你呢？	wǒ shì xué sheng  nǐ ne  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	Lawyer and doctor	律师和医生	lǜ shī hé yī shēng 	Duo	-	type=translate:tap
TODO	Discuss professions	lawyer	律师	lǜ shī 	Duo	-	type=translate:tap
TODO	Discuss professions	Correct, I am a student.	对，我是学生。	duì  wǒ shì xué sheng  	Duo	-	type=translate:tap
TODO	Discuss professions	The student	学生	xué sheng 	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	Yes, I speak English.	对，我说英文。	duì  wǒ shuō yīng wén  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	I am a student, what about you?	我是学生，你呢？	wǒ shì xué sheng  nǐ ne  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	Doctor, English teacher	医生、英文老师	yī shēng, yīng wén lǎo shī 	Duo	-	type=translate:tap
TODO	Discuss professions	Correct, I am a student.	对，我是学生。	duì  wǒ shì xué sheng  	Duo	-	type=translate:tap
TODO	Discuss professions	I am a lawyer.	我是律师。	wǒ shì lǜ shī  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	Doctor, lawyer	医生、律师	yī shēng, lǜ shī 	Duo	-	type=translate:tap
TODO	Discuss professions	You are a student, right?	你是学生，对不对？	nǐ shì xué sheng  duì bù duì  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	I am a student, what about you?	我是学生，你呢？	wǒ shì xué sheng  nǐ ne  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	Correct, I am a student.	对，我是学生。	duì  wǒ shì xué sheng  	Duo	-	type=translate:tap
TODO	Discuss professions	I am a lawyer.	我是律师。	wǒ shì lǜ shī  	Duo	-	type=translate:tap
TODO	Discuss professions	Lawyer and English teacher	律师和英文老师	lǜ shī hé yīng wén lǎo shī 	Duo	-	type=translate:tap
TODO	Discuss professions	I am a lawyer.	我是律师。	wǒ shì lǜ shī  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	I am a student.	我是一个学生。	wǒ shì yí gè xué sheng  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	I am a student, what about you?	我是学生，你呢？	wǒ shì xué sheng  nǐ ne  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	I am a lawyer.	我是律师。	wǒ shì lǜ shī  	Duo	-	type=translate:tap
TODO	Discuss professions	Lawyer and English teacher	律师和英文老师	lǜ shī hé yīng wén lǎo shī 	Duo	-	type=translate:tap
TODO	Discuss professions	I'm a teacher.	我是老师。	wǒ shì lǎo shī  	Duo	-	type=translate:reverse_tap
TODO	Discuss professions	You speak Chinese and English, right?	你说中文和英文，对不对？	nǐ shuō zhōng wén hé yīng wén  duì bù duì  	Duo	-	type=translate:tap
TODO	Discuss professions	The student	学生	xué sheng 	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	music	音乐	yīn yuè 	Duo	-	type=select:name_example
TODO	Discuss your courses	He likes English class, right?	他喜欢英文课，对不对？	tā xǐ huan yīng wén kè  duì bù duì  	Duo	-	type=translate:tap
TODO	Discuss your courses	You don't attend math class, right?	你不上数学课，对不对？	nǐ bù shàng shǔ xué kè  duì bù duì  	Duo	-	type=translate:tap
TODO	Discuss your courses	I don't like Chinese class.	我不喜欢中文课。	wǒ bù xǐ huan zhōng wén kè  	Duo	-	type=translate:tap
TODO	Discuss your courses	She does not attend Chinese class.	她不上中文课。	tā bú shàng zhōng wén kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	That's right, I am a college student.	对，我是大学生。	duì  wǒ shì dà xué shēng  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	I do not attend Chinese class.	我不上中文课。	wǒ bù shàng zhōng wén kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	music	音乐	yīn yuè 	Duo	-	type=select:name_example
TODO	Discuss your courses	Correct, I attend English class.	对，我上英文课。	duì  wǒ shàng yīng wén kè  	Duo	-	type=translate:tap
TODO	Discuss your courses	You don't like math class, right?	你不喜欢数学课，对不对？	nǐ bù xǐ huan shù xué kè  duì bu duì  	Duo	-	type=translate:tap
TODO	Discuss your courses	She doesn't like Chinese class.	她不喜欢中文课。	tā bù xǐ huan zhōng wén kè  	Duo	-	type=translate:tap
TODO	Discuss your courses	I attend math class.	我上数学课。	wǒ shàng shǔ xué kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	Music class and math class	音乐课和数学课	yīn yuè kè hé shù xué kè 	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	I do not attend math class.	我不上数学课。	wǒ bú shàng shù xué kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	music	音乐	yīn yuè 	Duo	-	type=select:name_example
TODO	Discuss your courses	a college student	大学生	dà xué shēng 	Duo	-	type=translate:tap
TODO	Discuss your courses	I don't like math class.	我不喜欢数学课。	wǒ bù xǐ huan shù xué kè  	Duo	-	type=translate:tap
TODO	Discuss your courses	She attends music class.	她上音乐课。	tā shàng yīn yuè kè  	Duo	-	type=translate:tap
TODO	Discuss your courses	You don't attend math class, right?	你不上数学课，对不对？	nǐ bù shàng shǔ xué kè  duì bù duì  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	She doesn't like Chinese class.	她不喜欢中文课。	tā bù xǐ huan zhōng wén kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	Correct, he likes Chinese class.	对，他喜欢中文课。	duì  tā xǐ huan zhōng wén kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	music	音乐	yīn yuè 	Duo	-	type=select:name_example
TODO	Discuss your courses	I do not attend math class.	我不上数学课。	wǒ bú shàng shù xué kè  	Duo	-	type=translate:tap
TODO	Discuss your courses	I don't like Chinese class.	我不喜欢中文课。	wǒ bù xǐ huan zhōng wén kè  	Duo	-	type=translate:tap
TODO	Discuss your courses	I don't attend English class, how about you?	我不上英文课，你呢？	wǒ bù shàng yīng wén kè  nǐ ne  	Duo	-	type=translate:tap
TODO	Discuss your courses	She attends music class.	她上音乐课。	tā shàng yīn yuè kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	You like math class, right?	你喜欢数学课，对不对？	nǐ xǐ huan shǔ xué kè  duì bù duì  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	I don't attend English class, how about you?	我不上英文课，你呢？	wǒ bù shàng yīng wén kè  nǐ ne  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	She likes math and Chinese.	她喜欢数学和中文。	tā xǐ huan shù xué hé zhōng wén  	Duo	-	type=translate:tap
TODO	Discuss your courses	He is a student.	他是一个学生。	tā shì yí gè xué sheng  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	College students, teachers	大学生、老师	dà xué shēng, lǎo shī 	Duo	-	type=translate:tap
TODO	Discuss your courses	She does not attend Chinese class.	她不上中文课。	tā bú shàng zhōng wén kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	You don't like math class, right?	你不喜欢数学课，对不对？	nǐ bù xǐ huan shù xué kè  duì bu duì  	Duo	-	type=translate:tap
TODO	Discuss your courses	You attend music class, right?	你上音乐课，对不对？	nǐ shàng yīn yuè kè  duì bú duì  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	I like math class, how about you?	我喜欢数学课，你呢？	wǒ xǐ huan shǔ xué kè  nǐ ne  	Duo	-	type=translate:tap
TODO	Discuss your courses	She likes music class.	她喜欢音乐课。	tā xǐ huān yīn yuè kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	He likes Chinese and English.	他喜欢中文和英文。	tā xǐ huan zhōng wén hé yīng wén  	Duo	-	type=translate:tap
TODO	Discuss your courses	I am a college student, and you?	我是大学生，你呢？	wǒ shì dà xué shēng  nǐ ne  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	She likes Chinese class, right?	她喜欢中文课，对不对？	tā xǐ huan zhōng wén kè  duì bù duì  	Duo	-	type=translate:tap
TODO	Discuss your courses	I don't like Chinese class.	我不喜欢中文课。	wǒ bù xǐ huan zhōng wén kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	Music	音乐	yīn yuè 	Duo	-	type=translate:tap
TODO	Discuss your courses	He is a student.	他是一个学生。	tā shì yí gè xué sheng  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	You don't attend math class, right?	你不上数学课，对不对？	nǐ bù shàng shǔ xué kè  duì bù duì  	Duo	-	type=translate:tap
TODO	Discuss your courses	a college student	大学生	dà xué shēng 	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	She does not like English class.	她不喜欢英文课。	tā bù xǐ huan yīng wén kè  	Duo	-	type=translate:tap
TODO	Discuss your courses	He is a college student.	他是大学生。	tā shì dà xué shēng  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	You attend music class, right?	你上音乐课，对不对？	nǐ shàng yīn yuè kè  duì bú duì  	Duo	-	type=translate:tap
TODO	Discuss your courses	College students, teachers	大学生、老师	dà xué shēng, lǎo shī 	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	She doesn't like Chinese class.	她不喜欢中文课。	tā bù xǐ huan zhōng wén kè  	Duo	-	type=translate:tap
TODO	Discuss your courses	She attends music class.	她上音乐课。	tā shàng yīn yuè kè  	Duo	-	type=translate:reverse_tap
TODO	Discuss your courses	I do not attend math class.	我不上数学课。	wǒ bú shàng shù xué kè  	Duo	-	type=translate:tap
TODO	Discuss your courses	Math and English	数学和英文	shù xué hé yīng wén 	Duo	-	type=translate:reverse_tap
TODO	Use possessive pronouns	Canada	加拿大	jiā ná dà 	Duo	-	type=select:name_example
TODO	Use possessive pronouns	That's right, this is my dad.	对，这是我的爸爸。	duì  zhè shì wǒ de bà ba  	Duo	-	type=translate:tap
TODO	Use possessive pronouns	This is her mother.	这是她的妈妈。	zhè shì tā de mā ma  	Duo	-	type=translate:tap
TODO	Use possessive pronouns	a middle school student	中学生	zhōng xué shēng 	Duo	-	type=translate:tap
TODO	Use possessive pronouns	Is his wife a lawyer?	他的老婆是律师吗？	tā de lǎo pó shì lǜ shī ma  	Duo	-	type=translate:reverse_tap
TODO	Use possessive pronouns	Your husband is American, right?	你的老公是美国人，对不对？	nǐ de lǎo gōng shì měi guó rén  duì bù duì  	Duo	-	type=translate:reverse_tap
TODO	Use possessive pronouns	My daughter is also a middle school student.	我的女儿也是中学生。	wǒ de nǚ ér yě shì zhōng xué shēng  	Duo	-	type=translate:reverse_tap
TODO	Use possessive pronouns	Canada	加拿大	jiā ná dà 	Duo	-	type=select:name_example
TODO	Use possessive pronouns	His mother is also Japanese.	他的妈妈也是日本人。	tā de mā ma yě shì rì běn rén  	Duo	-	type=translate:tap
TODO	Use possessive pronouns	Is he a middle school student?	他是中学生吗？	tā shì zhōng xué shēng ma  	Duo	-	type=translate:tap
TODO	Use possessive pronouns	This is her mother.	这是她的妈妈。	zhè shì tā de mā ma  	Duo	-	type=translate:tap
TODO	Use possessive pronouns	Her husband	她的老公	tā de lǎo gōng 	Duo	-	type=translate:reverse_tap
TODO	Use possessive pronouns	Is he also a doctor?	他也是医生吗？	tā yě shì yī shēng ma  	Duo	-	type=translate:reverse_tap
TODO	Use possessive pronouns	This is my son!	这是我的儿子！	zhè shì wǒ de ér zi  	Duo	-	type=translate:reverse_tap
TODO	Use possessive pronouns	Canada	加拿大	jiā ná dà 	Duo	-	type=select:name_example
TODO	Use possessive pronouns	Is she a doctor?	她是医生吗？	tā shì yī shēng ma  	Duo	-	type=translate:tap
TODO	Use possessive pronouns	That's right, this is my dad.	对，这是我的爸爸。	duì  zhè shì wǒ de bà ba  	Duo	-	type=translate:tap
TODO	Use possessive pronouns	Correct, my son is a middle school student.	对，我的儿子是中学生。	duì  wǒ de ér zi shì zhōng xué shēng  	Duo	-	type=translate:tap
TODO	Use possessive pronouns	Correct, this is my son.	对，这是我的儿子。	duì  zhè shì wǒ de ér zi  	Duo	-	type=translate:reverse_tap
