ID	Context	Foreign	English	Transliteration	Sources	Tip	Debug
TODO	lexeme	want	gusto	-	Duo	-	-
TODO	lexeme	on sale	nakadiskuwento	-	Duo	-	-
TODO	lexeme	closed	sarado	-	Duo	-	-
TODO	lexeme	like	gusto; nais; mahilig; magugustuhan; gustong; gustung	-	Duo	-	-
TODO	lexeme	skirt	palda	-	Duo	-	-
TODO	lexeme	white	puti	-	Duo	-	-
TODO	lexeme	that	iyan; na iyan; na; iyon; iyang; na iyon; iyáng	-	Duo	-	-
TODO	lexeme	cheap	mura	-	Duo	-	-
TODO	lexeme	green	berde	-	Duo	-	-
TODO	lexeme	how much is	Magkano ang	-	Duo	-	-
TODO	lexeme	apartment	apartment	-	Duo	-	-
TODO	lexeme	i'm good	Mabuti ako	-	Duo	-	-
TODO	lexeme	here is	Narito	-	Duo	-	-
TODO	lexeme	come in	pumasok; tumuloy	-	Duo	-	-
TODO	lexeme	how are you	kumusta ka	-	Duo	-	-
TODO	lexeme	living room	sala	-	Duo	-	-
TODO	lexeme	kitchen	kusina	-	Duo	-	-
TODO	lexeme	beautiful	maganda	-	Duo	-	-
TODO	lexeme	the	u; ang; ay; sina; ng; ika; sa; yung; a	-	Duo	-	-
TODO	lexeme	table	mesa	-	Duo	-	-
TODO	lexeme	clean	malinis	-	Duo	-	-
TODO	lexeme	couch	sofa	-	Duo	-	-
TODO	lexeme	on	bukas; tuwing; nung; on; naka; kapag; noong; nasa; tungkol; nakadikit; sa; nakabukas; para sa; in	-	Duo	-	-
TODO	lexeme	bathroom	banyo	-	Duo	-	-
TODO	lexeme	fridge	ref	-	Duo	-	-
TODO	lexeme	food	pagkain	-	Duo	-	-
TODO	lexeme	have a seat	maupo ka	-	Duo	-	-
TODO	lexeme	car	kotse	-	Duo	-	-
TODO	lexeme	wallet	pitaka	-	Duo	-	-
TODO	lexeme	near	malapit; na malapit	-	Duo	-	-
TODO	lexeme	see you later	kita-kita	-	Duo	-	-
TODO	lexeme	am	ang; ay	-	Duo	-	-
TODO	lexeme	also	pa din; rin; din; ding	-	Duo	-	-
TODO	lexeme	nice to meet you	masayang makilala ka	-	Duo	-	-
TODO	lexeme	professor	propesor	-	Duo	-	-
TODO	lexeme	roommate	kabahay	-	Duo	-	-
TODO	lexeme	cake	keyk	-	Duo	-	-
TODO	lexeme	who is	Sino ang; sino ang	-	Duo	-	-
TODO	lexeme	good	okey lang; ayos; maganda; ayos lang; mabuti naman; maiinam; maayos naman; magaganda; magaling; mabubuti; mabait; maayos; magagandang; maaayos; okey; galing; mainam; mabubuting; mahusay; mabuti; masarap; okay lang; mabuting; magandang; good	-	Duo	-	-
TODO	lexeme	really	talagang	-	Duo	-	-
TODO	lexeme	class	klase	-	Duo	-	-
TODO	lexeme	together	magkasama	-	Duo	-	-
TODO	lexeme	we	kami; natin; nating; kaming; tayong; tayo; namin; naming; aming; kami’y	-	Duo	-	-
TODO	lexeme	classmate	kaklase	-	Duo	-	-
TODO	lexeme	fun	masaya	-	Duo	-	-
TODO	lexeme	party	party	-	Duo	-	-
TODO	lexeme	they	sila	-	Duo	-	-
TODO	lexeme	cousin	pinsan	-	Duo	-	-
TODO	lexeme	friendly	palakaibigan	-	Duo	-	-
TODO	lexeme	from	nagmula; mula; mulang; mula sa; nanggaling sa; taga; nagmula sa; galing; sa; galing sa	-	Duo	-	-
TODO	lexeme	you're	kang; ikaw ay	-	Duo	-	-
TODO	lexeme	she	siya	-	Duo	-	-
TODO	lexeme	we're	tayo ay; kami ay	-	Duo	-	-
TODO	lexeme	funny	nakakatawa	-	Duo	-	-
TODO	lexeme	neighbor	kapitbahay	-	Duo	-	-
TODO	lexeme	he	siya	-	Duo	-	-
TODO	lexeme	late	huli	-	Duo	-	-
TODO	lexeme	sorry	pasensiya na	-	Duo	-	-
TODO	lexeme	she's	siya'y; siya ang; siya ay; niya	-	Duo	-	-
TODO	lexeme	he's	ay; siya'y; siya ay; siya; niya; siyang; po siya; Siya’y; ang	-	Duo	-	-
TODO	lexeme	polite	magalang	-	Duo	-	-
TODO	lexeme	best friend	matalik na kaibigan	-	Duo	-	-
TODO	lexeme	so	kaya	-	Duo	-	-
TODO	lexeme	they're	sila ay; nila; sila	-	Duo	-	-
TODO	lexeme	bye	paalam	-	Duo	-	-
TODO	lexeme	café	kapihan	-	Duo	-	-
TODO	lexeme	breakfast	almusal	-	Duo	-	-
TODO	lexeme	for	sa loob ng; sa isang; ng; sa; para; para sa; ipag	-	Duo	-	-
TODO	lexeme	available	bakante	-	Duo	-	-
TODO	lexeme	fresh	sariwa	-	Duo	-	-
TODO	lexeme	pancake	pancake	-	Duo	-	-
TODO	lexeme	egg	itlog	-	Duo	-	-
TODO	lexeme	hot	mainit	-	Duo	-	-
TODO	lexeme	how much	magkano	-	Duo	-	-
TODO	lexeme	bread	tinapay	-	Duo	-	-
TODO	lexeme	sweet	matamis	-	Duo	-	-
TODO	lexeme	vegetarian	taong makagulay; vegetarian	-	Duo	-	-
TODO	lexeme	cold	malamig	-	Duo	-	-
TODO	lexeme	spicy	maanghang	-	Duo	-	-
TODO	lexeme	drink	inumin	-	Duo	-	-
TODO	lexeme	enough	sapat	-	Duo	-	-
TODO	lexeme	box	kahon; kahong	-	Duo	-	-
TODO	lexeme	credit card	credit card	-	Duo	-	-
TODO	lexeme	full	mapupuno; busog; puno; punông	-	Duo	-	-
TODO	lexeme	done	nagawa; natapos; nagawang; nagdo	-	Duo	-	-
TODO	lexeme	do you need	Kailangan mo bang; Kailangan mo ba	-	Duo	-	-
TODO	lexeme	pen	bolpen	-	Duo	-	-
TODO	lexeme	computer	computer	-	Duo	-	-
TODO	lexeme	office	opisina	-	Duo	-	-
TODO	lexeme	key	susi	-	Duo	-	-
TODO	lexeme	document	dokumento	-	Duo	-	-
TODO	lexeme	these	ang; ito; itong; nitong; na ito	-	Duo	-	-
TODO	lexeme	important	importante	-	Duo	-	-
TODO	lexeme	at work	sa trabaho	-	Duo	-	-
TODO	lexeme	boss	boss	-	Duo	-	-
TODO	lexeme	book	libro	-	Duo	-	-
TODO	lexeme	desk	mesa	-	Duo	-	-
TODO	lexeme	hard	mahirap	-	Duo	-	-
TODO	lexeme	job	trabaho	-	Duo	-	-
TODO	lexeme	coworker	katrabaho	-	Duo	-	-
TODO	lexeme	interesting	interesante	-	Duo	-	-
TODO	lexeme	no	hindi; wala; walang; huwag; ng hindi	-	Duo	-	-
TODO	lexeme	tired	pagod	-	Duo	-	-
TODO	lexeme	not	nai; hindi; '	-	Duo	-	-
TODO	lexeme	happy	masaya	-	Duo	-	-
TODO	lexeme	family	pamilya	-	Duo	-	-
TODO	lexeme	how	kumusta	-	Duo	-	-
TODO	lexeme	sad	malungkot	-	Duo	-	-
TODO	lexeme	son	lalaking anak	-	Duo	-	-
TODO	lexeme	baby	beybi	-	Duo	-	-
TODO	lexeme	daughter	babaeng anak	-	Duo	-	-
TODO	lexeme	upset	naiinis	-	Duo	-	-
TODO	lexeme	surprised	nagulat	-	Duo	-	-
TODO	lexeme	i'm sorry	pasensya na	-	Duo	-	-
TODO	lexeme	good to see you	nakakatuwang makita ka	-	Duo	-	-
TODO	lexeme	parents	mga magulang	-	Duo	-	-
TODO	lexeme	take care	ingat	-	Duo	-	-
TODO	lexeme	excited	tuwang-tuwa	-	Duo	-	-
TODO	lexeme	question	tanong	-	Duo	-	-
TODO	lexeme	answer	sagot	-	Duo	-	-
TODO	lexeme	school	eskwela	-	Duo	-	-
TODO	lexeme	test	test	-	Duo	-	-
TODO	lexeme	number	numero	-	Duo	-	-
TODO	lexeme	pencil	lapis	-	Duo	-	-
TODO	lexeme	isn't	hindi; ay hindi	-	Duo	-	-
TODO	lexeme	wrong	mali	-	Duo	-	-
TODO	lexeme	word	salita	-	Duo	-	-
TODO	lexeme	eraser	pambura	-	Duo	-	-
TODO	lexeme	page	pahina	-	Duo	-	-
TODO	lexeme	aren't	ay hindi; hindi; '	-	Duo	-	-
TODO	lexeme	quiz	quiz	-	Duo	-	-
TODO	lexeme	grade	grado	-	Duo	-	-
TODO	lexeme	bad	pangit	-	Duo	-	-
TODO	lexeme	homework	asaynment	-	Duo	-	-
TODO	lexeme	classroom	klasrum	-	Duo	-	-
TODO	lexeme	group	grupo	-	Duo	-	-
TODO	lexeme	confused	pagkalito	-	Duo	-	-
TODO	lexeme	help	tumulong; tutulong; matulungan; tinutulungan; tulungang; tulong; tulungan; patulong; matutulungan; makatulong	-	Duo	-	-
TODO	lexeme	shoe store	tindahan ng sapatos	-	Duo	-	-
TODO	lexeme	mall	mall	-	Duo	-	-
TODO	lexeme	upstairs	nasa taas	-	Duo	-	-
TODO	lexeme	where	nasaan	-	Duo	-	-
TODO	lexeme	laptop	laptop	-	Duo	-	-
TODO	lexeme	shoe	sapatos	-	Duo	-	-
TODO	lexeme	downstairs	nasa baba	-	Duo	-	-
TODO	lexeme	over there	nandoon	-	Duo	-	-
TODO	lexeme	toy store	tindahan ng laruan	-	Duo	-	-
TODO	lexeme	why	bakit	-	Duo	-	-
TODO	lexeme	at	ang; nasa; ng; sa; alas	-	Duo	-	-
TODO	lexeme	broken	sira	-	Duo	-	-
TODO	lexeme	manager	manedyer	-	Duo	-	-
TODO	lexeme	tall	matangkad	-	Duo	-	-
TODO	lexeme	who	sino	-	Duo	-	-
TODO	lexeme	person	tao	-	Duo	-	-
TODO	lexeme	game	laro	-	Duo	-	-
TODO	lexeme	doll	manika	-	Duo	-	-
TODO	lexeme	sock	medyas	-	Duo	-	-
TODO	lexeme	another	isa pa	-	Duo	-	-
TODO	lexeme	o'clock	alas-7; alas-9	-	Duo	-	-
TODO	lexeme	one	una	-	Duo	-	-
TODO	lexeme	what time is it	anong oras na	-	Duo	-	-
TODO	lexeme	bus	bus	-	Duo	-	-
TODO	lexeme	now	ngayon	-	Duo	-	-
TODO	lexeme	thirty	y medya	-	Duo	-	-
TODO	lexeme	four	kuwatro	-	Duo	-	-
TODO	lexeme	bus station	istasyon ng bus	-	Duo	-	-
TODO	lexeme	train station	istasyon ng tren	-	Duo	-	-
TODO	lexeme	yet	pa; ano; ngunit; pang	-	Duo	-	-
TODO	lexeme	five	singko	-	Duo	-	-
TODO	lexeme	taxi	taxi	-	Duo	-	-
TODO	lexeme	nearest	pinakamalapit; pinakamalapit na	-	Duo	-	-
TODO	lexeme	six	sais	-	Duo	-	-
TODO	lexeme	seven	siyete	-	Duo	-	-
TODO	lexeme	almost	halos	-	Duo	-	-
TODO	lexeme	airport	airport	-	Duo	-	-
TODO	lexeme	nine	nuwebe	-	Duo	-	-
TODO	lexeme	eight	otso	-	Duo	-	-
TODO	lexeme	fifteen	labinlimang; labinlima; kinse; ay labinlimang	-	Duo	-	-
TODO	lexeme	player	manlalaro	-	Duo	-	-
TODO	lexeme	fast	mabilis	-	Duo	-	-
TODO	lexeme	both	pareho; parehong	-	Duo	-	-
TODO	lexeme	soccer	soccer	-	Duo	-	-
TODO	lexeme	love	gustong-gusto	-	Duo	-	-
TODO	lexeme	tennis	tennis	-	Duo	-	-
TODO	lexeme	sport	isport	-	Duo	-	-
TODO	lexeme	baseball	beysbol	-	Duo	-	-
TODO	lexeme	favorite	paborito	-	Duo	-	-
TODO	lexeme	ball	bola	-	Duo	-	-
TODO	lexeme	play	tumugtog; laro; ay naglalaro; dulang; naglaro; maglalaro; maglaro; tumutugtog; tumugtog ng; paglaruan; lalaruin	-	Duo	-	-
TODO	lexeme	a lot	nang sobra	-	Duo	-	-
TODO	lexeme	me too	ako rin	-	Duo	-	-
TODO	lexeme	exciting	nakakatuwa	-	Duo	-	-
TODO	lexeme	team	team	-	Duo	-	-
TODO	lexeme	basketball	basketbol	-	Duo	-	-
TODO	lexeme	saturday	Sabado	-	Duo	-	-
TODO	lexeme	cook	nagluluto	-	Duo	-	-
TODO	lexeme	every day	araw-araw	-	Duo	-	-
TODO	lexeme	every	bawat; tuwing; kada	-	Duo	-	-
TODO	lexeme	rest	nagpapahinga	-	Duo	-	-
TODO	lexeme	sweep	nagwawalis	-	Duo	-	-
TODO	lexeme	always	lagi	-	Duo	-	-
TODO	lexeme	usually	kadalasan	-	Duo	-	-
TODO	lexeme	window	bintana	-	Duo	-	-
TODO	lexeme	floor	sahig	-	Duo	-	-
TODO	lexeme	wash	naglilinis	-	Duo	-	-
TODO	lexeme	friday	Biyernes	-	Duo	-	-
TODO	lexeme	week	linggo	-	Duo	-	-
TODO	lexeme	month	buwan	-	Duo	-	-
TODO	lexeme	sunday	Linggo	-	Duo	-	-
TODO	lexeme	watch	relos; nanood; relo; manonood; napanood; pinanood; na manood; manood; nanonood ng; nanonood; napapanood	-	Duo	-	-
TODO	lexeme	movie	pelikula	-	Duo	-	-
TODO	lexeme	at night	sa gabi	-	Duo	-	-
TODO	lexeme	tv	telebisyon; TV	-	Duo	-	-
TODO	lexeme	eat breakfast	kakain ng almusal	-	Duo	-	-
TODO	lexeme	a.m.	ng umaga	-	Duo	-	-
TODO	lexeme	ten	diyes	-	Duo	-	-
TODO	lexeme	monday	Lunes	-	Duo	-	-
TODO	lexeme	start school	nagsimula sa paaralan	-	Duo	-	-
TODO	lexeme	start work	magsimula ng trabaho	-	Duo	-	-
TODO	lexeme	early	maaga	-	Duo	-	-
TODO	lexeme	wednesday	Miyerkules	-	Duo	-	-
TODO	lexeme	go	pagpunta	-	Duo	-	-
TODO	lexeme	tuesday	Martes	-	Duo	-	-
TODO	lexeme	to	ma; sa; i	-	Duo	-	-
TODO	lexeme	goes	pumupunta; ay pupunta; umuwi; babalik; nagpupunta; pupunta; nagpapatuloy; dumadayo; pumupuntang	-	Duo	-	-
TODO	lexeme	gym	gym	-	Duo	-	-
TODO	lexeme	thursday	Huwebes	-	Duo	-	-
TODO	lexeme	after school	pagkatapos ng paaralan	-	Duo	-	-
TODO	lexeme	sometimes	minsan	-	Duo	-	-
TODO	lexeme	after work	pagkatapos ng trabaho	-	Duo	-	-
TODO	lexeme	walk	paglakad	-	Duo	-	-
TODO	lexeme	dinner	hapunan	-	Duo	-	-
TODO	lexeme	eat	pagkain	-	Duo	-	-
TODO	lexeme	p.m.	hapon; gabi; tanghali; ng gabi; p.m	-	Duo	-	-
TODO	lexeme	often	madalas	-	Duo	-	-
TODO	lexeme	take	tatahakin; sumakay; kinuha; kuha; tangalin; dumaan; daanan; Kuha ka; kunin; kumukuha; kuhanin; aabutin; dadaanan; sumasakay; kumuha; inumin; inaabot	-	Duo	-	-
TODO	lexeme	summer	tag-araw	-	Duo	-	-
TODO	lexeme	year	taon	-	Duo	-	-
TODO	lexeme	vacation	bakasyon	-	Duo	-	-
TODO	lexeme	room	room; kuwartong; silid; kwartong; kuwarto; aralan	-	Duo	-	-
TODO	lexeme	reservation	reserbasyon	-	Duo	-	-
TODO	lexeme	have	meron	-	Duo	-	-
TODO	lexeme	ready	handa	-	Duo	-	-
TODO	lexeme	phone number	numero ng telepono	-	Duo	-	-
TODO	lexeme	towel	tuwalya	-	Duo	-	-
TODO	lexeme	toothbrush	sipilyo	-	Duo	-	-
TODO	lexeme	pillow	unan	-	Duo	-	-
TODO	lexeme	hotel	hotel	-	Duo	-	-
TODO	lexeme	on vacation	nakabakasyon	-	Duo	-	-
TODO	lexeme	allowed	pwede	-	Duo	-	-
TODO	lexeme	place	lugar	-	Duo	-	-
TODO	lexeme	warm	mainit-init	-	Duo	-	-
TODO	lexeme	travel	pagbiyahe	-	Duo	-	-
TODO	lexeme	night	gabi	-	Duo	-	-
TODO	lexeme	banana	saging	-	Duo	-	-
TODO	lexeme	tomato	kamatis	-	Duo	-	-
TODO	lexeme	apple	mansanas	-	Duo	-	-
TODO	lexeme	an	ng; isang; ang; isa; ng isang	-	Duo	-	-
TODO	lexeme	buy	pagbili	-	Duo	-	-
TODO	lexeme	cheese	keso	-	Duo	-	-
TODO	lexeme	onion	sibuyas	-	Duo	-	-
TODO	lexeme	bean	beans	-	Duo	-	-
TODO	lexeme	soup	sopas	-	Duo	-	-
TODO	lexeme	salt	asin	-	Duo	-	-
TODO	lexeme	vegetable	gulay	-	Duo	-	-
TODO	lexeme	meat	karne	-	Duo	-	-
TODO	lexeme	rice	ng kanin; kanin; bigas; rice	-	Duo	-	-
TODO	lexeme	chicken	manok	-	Duo	-	-
TODO	lexeme	bottle	bote	-	Duo	-	-
TODO	lexeme	juice	juice	-	Duo	-	-
TODO	lexeme	of	ni; ang; ng; na; tungkol sa; may; kay; dahil sa; sa; de	-	Duo	-	-
TODO	lexeme	ice cream	sorbetes	-	Duo	-	-
TODO	lexeme	aunt	tiya; tiyahin; tita	-	Duo	-	-
TODO	lexeme	boyfriend	boyfriend	-	Duo	-	-
TODO	lexeme	grandparents	lolo't lola; lolo at lola	-	Duo	-	-
TODO	lexeme	girlfriend	girlfriend	-	Duo	-	-
TODO	lexeme	uncle	tito	-	Duo	-	-
TODO	lexeme	has	ay mayroong; ay may; merong; mayroong; mayroon; may; nasa	-	Duo	-	-
TODO	lexeme	children	sa mga bata; mga bata; ang mga bata; mga anak	-	Duo	-	-
TODO	lexeme	brown	brown	-	Duo	-	-
TODO	lexeme	blue	asul	-	Duo	-	-
TODO	lexeme	eye	mata	-	Duo	-	-
TODO	lexeme	hair	buhok	-	Duo	-	-
TODO	lexeme	short	hindi matangkad	-	Duo	-	-
TODO	lexeme	beard	balbas	-	Duo	-	-
TODO	lexeme	married	kasal; mag-asawa; nagpakasal	-	Duo	-	-
TODO	lexeme	their	nilang; kaniyang; kanilang; nila; kanila	-	Duo	-	-
TODO	lexeme	blond	blond	-	Duo	-	-
TODO	lexeme	single	walang karelasyon	-	Duo	-	-
TODO	lexeme	our	ang aming; aming; namin; ating; natin; amin; atin; ang ating	-	Duo	-	-
TODO	lexeme	chair	silya	-	Duo	-	-
TODO	lexeme	thanks	salamat	-	Duo	-	-
TODO	lexeme	camera	camera	-	Duo	-	-
TODO	lexeme	picture of	larawan ng	-	Duo	-	-
TODO	lexeme	picture	litrato	-	Duo	-	-
TODO	lexeme	clock	relos	-	Duo	-	-
TODO	lexeme	those	iyong; iyan; iyon; iyang	-	Duo	-	-
TODO	lexeme	band	banda	-	Duo	-	-
TODO	lexeme	piano	piano	-	Duo	-	-
TODO	lexeme	play the	laruin ang	-	Duo	-	-
TODO	lexeme	guitar	gitara	-	Duo	-	-
TODO	lexeme	music	musika	-	Duo	-	-
TODO	lexeme	wall	pader	-	Duo	-	-
TODO	lexeme	poster	poster	-	Duo	-	-
TODO	lexeme	plant	halaman	-	Duo	-	-
TODO	lexeme	color	kulay	-	Duo	-	-
TODO	lexeme	notebook	notbuk	-	Duo	-	-
TODO	lexeme	read	pagbasa	-	Duo	-	-
TODO	lexeme	under	sa ilalim; nasa ilalim	-	Duo	-	-
TODO	lexeme	wait	teka	-	Duo	-	-
TODO	lexeme	right here	nandito	-	Duo	-	-
TODO	lexeme	what kind of	Anong klaseng	-	Duo	-	-
TODO	lexeme	oh no	naku	-	Duo	-	-
TODO	lexeme	lost	nawawala	-	Duo	-	-
TODO	lexeme	gray	grey	-	Duo	-	-
TODO	lexeme	glove	guwantes	-	Duo	-	-
TODO	lexeme	dirty	marumi	-	Duo	-	-
TODO	lexeme	plate	plato	-	Duo	-	-
TODO	lexeme	bowl	mangkok	-	Duo	-	-
TODO	lexeme	his	kaniya; ang kaniyang; niya; kaniyang; niyang; ng kaniyang; sa kaniya	-	Duo	-	-
TODO	lexeme	birthday	bertdey	-	Duo	-	-
TODO	lexeme	gift	regalo	-	Duo	-	-
TODO	lexeme	her	ang kaniyang; kaniyang; niyang; kanyang; kaniya; kanya; siya; niya; siyang; ng kaniyang; sa kaniyang	-	Duo	-	-
TODO	lexeme	thank you for	Salamat sa	-	Duo	-	-
TODO	lexeme	black	itim	-	Duo	-	-
TODO	lexeme	backpack	backpack	-	Duo	-	-
TODO	lexeme	glasses	salamin	-	Duo	-	-
TODO	lexeme	what color	Anong kulay	-	Duo	-	-
TODO	lexeme	dress	bestida	-	Duo	-	-
TODO	lexeme	t-shirt	T-shirt	-	Duo	-	-
