ID	Context	Foreign	English	Transliteration	Sources	Tip	Debug
TODO	lexeme	トロント	Toronto	-	Duo	-	-
TODO	lexeme	しずか	quiet	-	Duo	-	-
TODO	lexeme	きれい	clean	-	Duo	-	-
TODO	lexeme	とても	very	-	Duo	-	-
TODO	lexeme	まち	town; wait; city; district; towns	-	Duo	-	-
TODO	lexeme	母	mom; mother; my mom	-	Duo	-	-
TODO	lexeme	かぞく	family	-	Duo	-	-
TODO	lexeme	父	dad	-	Duo	-	-
TODO	lexeme	エンジニア	engineer	-	Duo	-	-
TODO	lexeme	いそがしい	busy	-	Duo	-	-
TODO	lexeme	さい	years old	-	Duo	-	-
TODO	lexeme	いもうと	my younger sister	-	Duo	-	-
TODO	lexeme	四	four	-	Duo	-	-
TODO	lexeme	あね	my older sister	-	Duo	-	-
TODO	lexeme	かいしゃいん	office worker	-	Duo	-	-
TODO	lexeme	あに	my older brother	-	Duo	-	-
TODO	lexeme	五	5; five	-	Duo	-	-
TODO	lexeme	うるさい	noisy	-	Duo	-	-
TODO	lexeme	おとうと	my younger brother	-	Duo	-	-
TODO	lexeme	かんごし	nurse	-	Duo	-	-
TODO	lexeme	ゆうめい	famous	-	Duo	-	-
TODO	lexeme	だいがくせい	college student	-	Duo	-	-
TODO	lexeme	つま	my wife	-	Duo	-	-
TODO	lexeme	六	six	-	Duo	-	-
TODO	lexeme	むすめ	my daughter	-	Duo	-	-
TODO	lexeme	おしゃれ	fashionable; stylish; well-dressed	-	Duo	-	-
TODO	lexeme	むすこ	my son	-	Duo	-	-
TODO	lexeme	あたまがいい	smart	-	Duo	-	-
TODO	lexeme	七	7; seven; seventh	-	Duo	-	-
TODO	lexeme	おっと	my husband	-	Duo	-	-
TODO	lexeme	見ます	watch; will watch; watches; looks at; look at; see; look; sees; (I) watch	-	Duo	-	-
TODO	lexeme	テレビ	TV	-	Duo	-	-
TODO	lexeme	えいが	movies	-	Duo	-	-
TODO	lexeme	よく	often	-	Duo	-	-
TODO	lexeme	を	through; with; for; upon; along; at; on; about; to; of; (object marker); from; in	-	Duo	-	-
TODO	lexeme	バスケットボール	basketball	-	Duo	-	-
TODO	lexeme	します	makes; are doing; make; feel; wears; am going to do; would do; play; having; will (have); plays; do; does; have; I'm doing; am going to play; give; going to have; doing	-	Duo	-	-
TODO	lexeme	ときどき	sometimes	-	Duo	-	-
TODO	lexeme	サッカー	soccer	-	Duo	-	-
TODO	lexeme	ジャズ	jazz	-	Duo	-	-
TODO	lexeme	ききます	listen; listens; ask	-	Duo	-	-
TODO	lexeme	ロック	rock	-	Duo	-	-
TODO	lexeme	おんがく	music	-	Duo	-	-
TODO	lexeme	ニュース	news	-	Duo	-	-
TODO	lexeme	読みます	read; will read; reads; going to read	-	Duo	-	-
TODO	lexeme	本	books	-	Duo	-	-
TODO	lexeme	ざっし	magazines	-	Duo	-	-
TODO	lexeme	やきゅう	baseball	-	Duo	-	-
TODO	lexeme	アニメ	anime	-	Duo	-	-
TODO	lexeme	まんが	manga	-	Duo	-	-
TODO	lexeme	Jポップ	J-pop	-	Duo	-	-
TODO	lexeme	たべます	eat; eats	-	Duo	-	-
TODO	lexeme	サンドイッチ	sandwich	-	Duo	-	-
TODO	lexeme	パン	bread	-	Duo	-	-
TODO	lexeme	まいにち	every day	-	Duo	-	-
TODO	lexeme	ジュース	juice	-	Duo	-	-
TODO	lexeme	のみます	drink; drinks; (will) drink; take	-	Duo	-	-
TODO	lexeme	まいあさ	every morning	-	Duo	-	-
TODO	lexeme	コーヒー	coffee	-	Duo	-	-
TODO	lexeme	時	o'clock	-	Duo	-	-
TODO	lexeme	七時	seven o'clock	-	Duo	-	-
TODO	lexeme	あさごはん	breakfast	-	Duo	-	-
TODO	lexeme	十一	eleven	-	Duo	-	-
TODO	lexeme	十	ten	-	Duo	-	-
TODO	lexeme	十二	twelve	-	Duo	-	-
TODO	lexeme	ひるごはん	lunch	-	Duo	-	-
TODO	lexeme	べんとう	boxed lunch	-	Duo	-	-
TODO	lexeme	八	eight	-	Duo	-	-
TODO	lexeme	半	thirty	-	Duo	-	-
TODO	lexeme	九時	nine o'clock	-	Duo	-	-
TODO	lexeme	まいばん	every night	-	Duo	-	-
TODO	lexeme	ばんごはん	dinner	-	Duo	-	-
TODO	lexeme	古い	old	-	Duo	-	-
TODO	lexeme	さいふ	wallet	-	Duo	-	-
TODO	lexeme	はちょっと	I don't really like; doesn't work very well; kind of	-	Duo	-	-
TODO	lexeme	ダサい	hideous	-	Duo	-	-
TODO	lexeme	ふく	clothes	-	Duo	-	-
TODO	lexeme	ね	isn't it?	-	Duo	-	-
TODO	lexeme	新しい	new; newer	-	Duo	-	-
TODO	lexeme	Tシャツ	t-shirt	-	Duo	-	-
TODO	lexeme	スカート	skirt	-	Duo	-	-
TODO	lexeme	がほしいです	want	-	Duo	-	-
TODO	lexeme	すてき	lovely; nice; cute	-	Duo	-	-
TODO	lexeme	ドレス	dress	-	Duo	-	-
TODO	lexeme	いい	good; like; well; do you want; may I; fine; alright; prefer; hope; best; okay; nice	-	Duo	-	-
TODO	lexeme	あおい	blue	-	Duo	-	-
TODO	lexeme	あの	those; ah; that (over there); um; those (over there); that	-	Duo	-	-
TODO	lexeme	百	hundred	-	Duo	-	-
TODO	lexeme	やすい	cheap; inexpensive	-	Duo	-	-
TODO	lexeme	えん	yen	-	Duo	-	-
TODO	lexeme	ネクタイ	tie; necktie; ties	-	Duo	-	-
TODO	lexeme	いくら	how much	-	Duo	-	-
TODO	lexeme	千	thousand	-	Duo	-	-
TODO	lexeme	ありがとうございます	thank you	-	Duo	-	-
TODO	lexeme	みせ	store	-	Duo	-	-
TODO	lexeme	くろい	black	-	Duo	-	-
TODO	lexeme	たかい	expensive; big; tall	-	Duo	-	-
TODO	lexeme	ジャケット	jacket	-	Duo	-	-
TODO	lexeme	てんぷら	tempura	-	Duo	-	-
TODO	lexeme	うどん	udon	-	Duo	-	-
TODO	lexeme	ていしょく	meal set; meal sets	-	Duo	-	-
TODO	lexeme	レストラン	restaurant	-	Duo	-	-
TODO	lexeme	水	water; waters	-	Duo	-	-
TODO	lexeme	ひとつ	one	-	Duo	-	-
TODO	lexeme	あ	ah; oh	-	Duo	-	-
TODO	lexeme	ふたつ	two	-	Duo	-	-
TODO	lexeme	じゃあ	well then; well; see you; so; bye; okay then	-	Duo	-	-
TODO	lexeme	みっつ	three	-	Duo	-	-
TODO	lexeme	ええと	um	-	Duo	-	-
TODO	lexeme	よっつ	four	-	Duo	-	-
TODO	lexeme	おにぎり	rice balls; rice ball; onigiri	-	Duo	-	-
TODO	lexeme	大きい	big	-	Duo	-	-
TODO	lexeme	そば	soba	-	Duo	-	-
TODO	lexeme	サラダ	salad; salads	-	Duo	-	-
TODO	lexeme	みそしる	miso soup	-	Duo	-	-
TODO	lexeme	すこし	a bit	-	Duo	-	-
TODO	lexeme	小さい	small; little	-	Duo	-	-
TODO	lexeme	こうちゃ	black teas; black tea; tea	-	Duo	-	-
TODO	lexeme	アイスクリーム	ice cream; ice creams	-	Duo	-	-
TODO	lexeme	アイスコーヒー	iced coffee	-	Duo	-	-
TODO	lexeme	ひとりで	by myself; by herself; alone; by himself; on my own	-	Duo	-	-
TODO	lexeme	しゅうまつ	weekend	-	Duo	-	-
TODO	lexeme	およぎます	swim; will swim; swims; am going to swim	-	Duo	-	-
TODO	lexeme	あそびます	hang out; hangs out; (I) will play; play; plays; will hang out	-	Duo	-	-
TODO	lexeme	ドラマ	drama	-	Duo	-	-
TODO	lexeme	ともだち	friend; friends	-	Duo	-	-
TODO	lexeme	ヨガ	yoga	-	Duo	-	-
TODO	lexeme	スポーツ	sports	-	Duo	-	-
TODO	lexeme	買います	will buy	-	Duo	-	-
TODO	lexeme	土曜日	Saturday; Saturdays	-	Duo	-	-
TODO	lexeme	でかけます	go out; am going to go out	-	Duo	-	-
TODO	lexeme	からて	karate	-	Duo	-	-
TODO	lexeme	ゲーム	video games	-	Duo	-	-
TODO	lexeme	日曜日	Sunday	-	Duo	-	-
TODO	lexeme	話します	speaks; speak; tells; talks; talk; tell	-	Duo	-	-
TODO	lexeme	テニス	tennis	-	Duo	-	-
TODO	lexeme	じゅうどう	judo	-	Duo	-	-
TODO	lexeme	どうが	video	-	Duo	-	-
TODO	lexeme	ホーム	platform	-	Duo	-	-
TODO	lexeme	いっかい	first floor	-	Duo	-	-
TODO	lexeme	ありますか	is (there); is (it); are (there); ... is ... ?; do ... have; does ... have; Is there ... ?	-	Duo	-	-
TODO	lexeme	かいさつ	ticket gate	-	Duo	-	-
TODO	lexeme	あそこ	over there	-	Duo	-	-
TODO	lexeme	のりかえ	transfer	-	Duo	-	-
TODO	lexeme	ゴミばこ	trash can	-	Duo	-	-
TODO	lexeme	ありません	there are no; (it) is not; has nothing; is not available; there is not a; has no; am not; has neither; doesn't have; is not; are not; is missing; does not have; do not have; there is no; missing; have no; are	-	Duo	-	-
TODO	lexeme	wifi	wifi	-	Duo	-	-
TODO	lexeme	おてあらい	restroom	-	Duo	-	-
TODO	lexeme	エレベーター	elevator	-	Duo	-	-
TODO	lexeme	タクシー	taxi	-	Duo	-	-
TODO	lexeme	ちか	underground level	-	Duo	-	-
TODO	lexeme	でんわ	phone	-	Duo	-	-
TODO	lexeme	とおい	far	-	Duo	-	-
TODO	lexeme	コンセント	outlet	-	Duo	-	-
TODO	lexeme	かいだん	stairs	-	Duo	-	-
TODO	lexeme	にかい	the second floor; two	-	Duo	-	-
TODO	lexeme	カフェ	cafe	-	Duo	-	-
TODO	lexeme	ちかい	close	-	Duo	-	-
TODO	lexeme	コインロッカー	storage lockers	-	Duo	-	-
TODO	lexeme	じはんき	vending machines; vending machine	-	Duo	-	-
TODO	lexeme	でぐち	exit	-	Duo	-	-
TODO	lexeme	いつも	always; all the time; never; usual	-	Duo	-	-
TODO	lexeme	何時	when; what time	-	Duo	-	-
TODO	lexeme	ラジオ	radio	-	Duo	-	-
TODO	lexeme	新聞	newspaper	-	Duo	-	-
TODO	lexeme	おきます	get up; going to wake up; wake up; wakes up; ahead of time; puts; (will) put; in advance; going to get up	-	Duo	-	-
TODO	lexeme	何時に	(at) what time	-	Duo	-	-
TODO	lexeme	食べます	eat; am going to eat; will eat; eats; (will) have; has; are going to eat	-	Duo	-	-
TODO	lexeme	つくります	make	-	Duo	-	-
TODO	lexeme	四時	four o'clock	-	Duo	-	-
TODO	lexeme	まいしゅう	every week	-	Duo	-	-
TODO	lexeme	バレーボール	volleyball	-	Duo	-	-
TODO	lexeme	らいしゅう	next week	-	Duo	-	-
TODO	lexeme	あした	tomorrow	-	Duo	-	-
TODO	lexeme	メールを読みます	check emails	-	Duo	-	-
TODO	lexeme	シャワーをあびます	take a shower	-	Duo	-	-
TODO	lexeme	ねます	sleep; go to sleep; will go to sleep; am going to sleep	-	Duo	-	-
TODO	lexeme	パスタ	pasta	-	Duo	-	-
TODO	lexeme	飲みます	will have; drink; having; drinks; am going to drink; have; will drink; take	-	Duo	-	-
TODO	lexeme	はしります	runs; run	-	Duo	-	-
TODO	lexeme	ダニエル	Daniel	-	Duo	-	-
TODO	lexeme	こちら	this; these; (over) here; this way	-	Duo	-	-
TODO	lexeme	言います	tell; tells; say; says; insist	-	Duo	-	-
TODO	lexeme	エリカ	Erica; Erika	-	Duo	-	-
TODO	lexeme	と言います	tell; say; says; is named; is called; my name is; tells	-	Duo	-	-
TODO	lexeme	アンドリュー	Andrew	-	Duo	-	-
TODO	lexeme	かれし	boyfriend	-	Duo	-	-
TODO	lexeme	さんは	Mr./Ms.	-	Duo	-	-
TODO	lexeme	ちゅうごく	China	-	Duo	-	-
TODO	lexeme	かのじょ	she; girlfriend; her	-	Duo	-	-
TODO	lexeme	かんこく	Korea; korean	-	Duo	-	-
TODO	lexeme	ベトナム	Vietnam	-	Duo	-	-
TODO	lexeme	がすきです	like	-	Duo	-	-
TODO	lexeme	日本の	Japan's; of Japan; Japanese	-	Duo	-	-
TODO	lexeme	Kポップ	K-pop	-	Duo	-	-
TODO	lexeme	ミステリー	mystery	-	Duo	-	-
TODO	lexeme	しゅみはありますか	do you have a hobby	-	Duo	-	-
TODO	lexeme	がすきですか	do you like	-	Duo	-	-
TODO	lexeme	ホラー	horror	-	Duo	-	-
TODO	lexeme	ファンタジー	fantasy	-	Duo	-	-
TODO	lexeme	どんな	any; what kind of; what (sort of); what (type of); how; what	-	Duo	-	-
TODO	lexeme	アメリカの	... of the US; American; ... of the United States	-	Duo	-	-
TODO	lexeme	アクション	action	-	Duo	-	-
TODO	lexeme	ほんとうですか	really	-	Duo	-	-
TODO	lexeme	コメディ	comedy	-	Duo	-	-
TODO	lexeme	れんあい	romance	-	Duo	-	-
TODO	lexeme	いえ	house	-	Duo	-	-
TODO	lexeme	ひろい	spacious	-	Duo	-	-
TODO	lexeme	まだ	still; yet; too	-	Duo	-	-
TODO	lexeme	ひっこします	am going to move; is going to move; move	-	Duo	-	-
TODO	lexeme	アパート	apartment building; apartment; apartments	-	Duo	-	-
TODO	lexeme	があります	is; there is; there are; are; has; there's; have	-	Duo	-	-
TODO	lexeme	キッチン	kitchen	-	Duo	-	-
TODO	lexeme	リビング	living room	-	Duo	-	-
TODO	lexeme	せまい	cramped	-	Duo	-	-
TODO	lexeme	ベッド	bed; beds	-	Duo	-	-
TODO	lexeme	エアコン	air conditioning; air conditioners; air conditioner; conditioners	-	Duo	-	-
TODO	lexeme	そうじき	vacuum cleaner	-	Duo	-	-
TODO	lexeme	シャワー	shower; showers	-	Duo	-	-
TODO	lexeme	ほんだな	bookshelf	-	Duo	-	-
TODO	lexeme	たぶん	probably	-	Duo	-	-
TODO	lexeme	ふとん	futon; futons	-	Duo	-	-
TODO	lexeme	でんしレンジ	microwave	-	Duo	-	-
TODO	lexeme	テーブル	table; tables	-	Duo	-	-
TODO	lexeme	いす	chair; chairs	-	Duo	-	-
TODO	lexeme	れいぞうこ	fridge	-	Duo	-	-
TODO	lexeme	せんたくき	washing machine	-	Duo	-	-
TODO	lexeme	つくえ	desk	-	Duo	-	-
TODO	lexeme	いつ	when; what time	-	Duo	-	-
TODO	lexeme	こんしゅう	this week	-	Duo	-	-
TODO	lexeme	でんしゃ	train	-	Duo	-	-
TODO	lexeme	行きます	am going; are going; go; (will) go; going; is going; goes; (I) go; am going to go; I'm going; will be there	-	Duo	-	-
TODO	lexeme	しぶや	Shibuya	-	Duo	-	-
TODO	lexeme	あきはばら	Akihabara	-	Duo	-	-
TODO	lexeme	バス	bus	-	Duo	-	-
TODO	lexeme	よこはま	Yokohama	-	Duo	-	-
TODO	lexeme	つぎ	next	-	Duo	-	-
TODO	lexeme	つぎの	next	-	Duo	-	-
TODO	lexeme	来ます	will be here; will come; is coming; comes; come; are coming; coming	-	Duo	-	-
TODO	lexeme	うえのこうえん	Ueno Park	-	Duo	-	-
TODO	lexeme	あさくさ	Asakusa	-	Duo	-	-
TODO	lexeme	もうすぐ	soon; almost; shortly	-	Duo	-	-
TODO	lexeme	どの	any; each; which; what; every; how long	-	Duo	-	-
TODO	lexeme	十分	sufficient; enough; adequate; ten minutes	-	Duo	-	-
TODO	lexeme	はやい	fast	-	Duo	-	-
TODO	lexeme	かかります	take; (it) takes; (it) will take; it'll take; takes	-	Duo	-	-
TODO	lexeme	ぐらい	about	-	Duo	-	-
TODO	lexeme	分	minute; minutes	-	Duo	-	-
TODO	lexeme	時間	time; hour; hours	-	Duo	-	-
TODO	lexeme	しゅうてん	final stop	-	Duo	-	-
TODO	lexeme	ながい	long	-	Duo	-	-
TODO	lexeme	ほんとうに	really; truly	-	Duo	-	-
TODO	lexeme	ところ	place	-	Duo	-	-
TODO	lexeme	な	do not; (adjective ending); don't; without; (added emotion); name	-	Duo	-	-
TODO	lexeme	たてもの	building	-	Duo	-	-
TODO	lexeme	おてら	temple	-	Duo	-	-
TODO	lexeme	何ですか	what (is); what are; what's	-	Duo	-	-
TODO	lexeme	あれ	hey; that (one) (over there); what; that	-	Duo	-	-
TODO	lexeme	デザート	dessert	-	Duo	-	-
TODO	lexeme	はらじゅく	Harajuku	-	Duo	-	-
TODO	lexeme	ピザや	pizza shop	-	Duo	-	-
TODO	lexeme	ラーメンや	ramen shop	-	Duo	-	-
TODO	lexeme	じんじゃ	shrine	-	Duo	-	-
TODO	lexeme	山	mountain; mount; mountains; piles	-	Duo	-	-
TODO	lexeme	高い	tall	-	Duo	-	-
TODO	lexeme	ふじさん	Mt. Fuji	-	Duo	-	-
TODO	lexeme	ポストカード	postcard	-	Duo	-	-
TODO	lexeme	おかし	snack	-	Duo	-	-
TODO	lexeme	おみやげ	souvenir	-	Duo	-	-
TODO	lexeme	どうですか	how are things; why don't; how is; how have you been; how's; what if; how are; why not; liking	-	Duo	-	-
TODO	lexeme	だいじょうぶ	OK	-	Duo	-	-
TODO	lexeme	すわります	sit; going to sit	-	Duo	-	-
TODO	lexeme	ぐあいがわるい	unwell	-	Duo	-	-
TODO	lexeme	あぶない	dangerous	-	Duo	-	-
TODO	lexeme	けいさつ	police	-	Duo	-	-
TODO	lexeme	びょういん	hospital	-	Duo	-	-
TODO	lexeme	おねがいします	please; I need ... please	-	Duo	-	-
TODO	lexeme	きゅうきゅうしゃ	ambulance	-	Duo	-	-
TODO	lexeme	九	nine	-	Duo	-	-
TODO	lexeme	〇	0; zero	-	Duo	-	-
TODO	lexeme	何さい	how old	-	Duo	-	-
TODO	lexeme	でんわばんごう	phone number	-	Duo	-	-
TODO	lexeme	ごりょうしん	(your) parents; parents	-	Duo	-	-
TODO	lexeme	アレルギー	allergy	-	Duo	-	-
TODO	lexeme	ごかぞく	your family; family	-	Duo	-	-
TODO	lexeme	ちかく	nearby	-	Duo	-	-
TODO	lexeme	きょう	today	-	Duo	-	-
TODO	lexeme	休みます	rest; take a break; absent (from); going to rest	-	Duo	-	-
TODO	lexeme	くすりを飲みます	take	-	Duo	-	-
TODO	lexeme	ちゃんと	proper; properly; full; correctly; fully; make sure to	-	Duo	-	-
TODO	lexeme	あたたかい	warm	-	Duo	-	-
TODO	lexeme	てんき	weather	-	Duo	-	-
TODO	lexeme	あめ	rainy	-	Duo	-	-
TODO	lexeme	はる	spring	-	Duo	-	-
TODO	lexeme	こうえん	park; performance; parks; garden	-	Duo	-	-
TODO	lexeme	うみ	beach	-	Duo	-	-
TODO	lexeme	日	day; the sun; (a) day; (the) days; (the) day; days	-	Duo	-	-
TODO	lexeme	なつ	summer	-	Duo	-	-
TODO	lexeme	はれ	sunny	-	Duo	-	-
TODO	lexeme	七月	July	-	Duo	-	-
TODO	lexeme	プール	swimming pools; pools; pool; swimming pool	-	Duo	-	-
TODO	lexeme	あつい	hot; thick	-	Duo	-	-
TODO	lexeme	はなび	fireworks	-	Duo	-	-
TODO	lexeme	休み	break	-	Duo	-	-
TODO	lexeme	あき	fall	-	Duo	-	-
TODO	lexeme	コンサート	concert; concerts	-	Duo	-	-
TODO	lexeme	くもり	cloudy	-	Duo	-	-
TODO	lexeme	九月	September; (in) September	-	Duo	-	-
TODO	lexeme	こんばん	this evening; tonight	-	Duo	-	-
TODO	lexeme	ふゆ	winter	-	Duo	-	-
TODO	lexeme	おんせん	hot spring	-	Duo	-	-
TODO	lexeme	ココア	cocoa	-	Duo	-	-
TODO	lexeme	ゆき	snowy	-	Duo	-	-
TODO	lexeme	さむい	cold	-	Duo	-	-
TODO	lexeme	おとうとさん	younger brother	-	Duo	-	-
TODO	lexeme	きょうだい	sibling	-	Duo	-	-
TODO	lexeme	はいますか	do ... have	-	Duo	-	-
TODO	lexeme	います	is; am; has been; have been; is (being); going to stay; have; (there) is; has; stays; (there) are; there's; are	-	Duo	-	-
TODO	lexeme	が	(softens the tone); (indicates the subject); but; although	-	Duo	-	-
TODO	lexeme	おねえさん	big sister; big sisters; older sisters; older sister; sister	-	Duo	-	-
TODO	lexeme	オーストラリア	Australia; Australian	-	Duo	-	-
TODO	lexeme	コーチ	coach	-	Duo	-	-
TODO	lexeme	日本ご	Japanese	-	Duo	-	-
TODO	lexeme	たいわん	Taiwan	-	Duo	-	-
TODO	lexeme	ができます	know; can play	-	Duo	-	-
TODO	lexeme	ちゅうごくご	Chinese	-	Duo	-	-
TODO	lexeme	いもうとさん	younger sister	-	Duo	-	-
TODO	lexeme	おにいさん	big brother; older brothers; older brother; brother	-	Duo	-	-
TODO	lexeme	えいご	English	-	Duo	-	-
TODO	lexeme	マレーシア	Malaysia	-	Duo	-	-
TODO	lexeme	ふたり	two	-	Duo	-	-
TODO	lexeme	かんこくご	Korean	-	Duo	-	-
TODO	lexeme	ソウル	Seoul	-	Duo	-	-
TODO	lexeme	おこさん	kid; kids	-	Duo	-	-
