ID	Context	Foreign	English	Transliteration	Sources	Tip	Debug
TODO	lexeme	него	him; it; than him; he	-	Duo	-	-
TODO	lexeme	человек	person; a human; individual; human; man; a person	-	Duo	-	-
TODO	lexeme	едят	do they eat; eating; having; are eating; have; eat	-	Duo	-	-
TODO	lexeme	сёстры	sisters	-	Duo	-	-
TODO	lexeme	тарелки	plates; the plates are; the plate; a plate; plate; bowls; the plates	-	Duo	-	-
TODO	lexeme	кошки	cats; cats are; cat; cat's; a cat; of a cat; the cats	-	Duo	-	-
TODO	lexeme	наши	our; ours; are ours	-	Duo	-	-
TODO	lexeme	эти	this; these; those; is this; do these; these ones; are these	-	Duo	-	-
TODO	lexeme	мужчины	men	-	Duo	-	-
TODO	lexeme	вы	did you; are you; you're; you've; you are; do you; you; have you; you'll	-	Duo	-	-
TODO	lexeme	озеро	lake; is the lake; the lake; a lake	-	Duo	-	-
TODO	lexeme	полотенца	towels; a towel	-	Duo	-	-
TODO	lexeme	озёра	lakes	-	Duo	-	-
TODO	lexeme	полотенце	towel	-	Duo	-	-
TODO	lexeme	тетрадь	notebook; a notebook; exercise book; the notebook	-	Duo	-	-
TODO	lexeme	вас	you; for you; are you	-	Duo	-	-
TODO	lexeme	тетради	exercise books; notebooks; notebook	-	Duo	-	-
TODO	lexeme	лошади	horses; the horse; a horse; horse; the horses	-	Duo	-	-
TODO	lexeme	планы	plans	-	Duo	-	-
TODO	lexeme	далеко	far away; far; afar; a long way	-	Duo	-	-
TODO	lexeme	площадь	the square; square; the area; plaza; area; a square	-	Duo	-	-
TODO	lexeme	столе	table; desk	-	Duo	-	-
TODO	lexeme	моя	mine; is mine; is my; are my; my; of mine	-	Duo	-	-
TODO	lexeme	на	is on; on it; at; on; is at; there is...on; is for; are on; on her; during; there are...on; in; there are...in; onto; for; leading to; to become; per; into; to; by; on a bridge	-	Duo	-	-
TODO	lexeme	тоже	also; too; either	-	Duo	-	-
TODO	lexeme	кровать	bed; There is a bed	-	Duo	-	-
TODO	lexeme	этом	this; the; that; it	-	Duo	-	-
TODO	lexeme	тарелке	plate	-	Duo	-	-
TODO	lexeme	дома	a house; the house; of the house; house; the houses; house's; is at home; home; at home; are at home; inside; houses; homes; of a house	-	Duo	-	-
TODO	lexeme	туалет	bathroom; a bathroom; restrooms; washroom; restroom; a toilet; toilet; the bathroom	-	Duo	-	-
TODO	lexeme	камень	stone; a stone; rock; rock (material)	-	Duo	-	-
TODO	lexeme	дверь	door; the door; a door	-	Duo	-	-
TODO	lexeme	дерево	a tree; tree; wood; the tree	-	Duo	-	-
TODO	lexeme	двери	doors; the door; door; the doors	-	Duo	-	-
TODO	lexeme	карандаш	pencil	-	Duo	-	-
TODO	lexeme	работе	work; job	-	Duo	-	-
TODO	lexeme	германия	German; Germany	-	Duo	-	-
TODO	lexeme	москва	Moscow	-	Duo	-	-
TODO	lexeme	театр	theater	-	Duo	-	-
TODO	lexeme	живёт	living; has been living; has lived; lives; live	-	Duo	-	-
TODO	lexeme	сейчас	now; currently	-	Duo	-	-
TODO	lexeme	школа	school	-	Duo	-	-
TODO	lexeme	месте	seat; the seat; place; venue	-	Duo	-	-
TODO	lexeme	городе	city; a city; town; the city	-	Duo	-	-
TODO	lexeme	школе	school; in the school	-	Duo	-	-
TODO	lexeme	театре	theater; theatre; the theater	-	Duo	-	-
TODO	lexeme	магазин	store; shop; a store; shopping; the store	-	Duo	-	-
TODO	lexeme	станция	station; a station; the station	-	Duo	-	-
TODO	lexeme	машина	car; machine; a car; the car	-	Duo	-	-
TODO	lexeme	билет	ticket; a ticket	-	Duo	-	-
TODO	lexeme	багаж	luggage; the luggage; baggage	-	Duo	-	-
TODO	lexeme	твой	does your; your; yours; is your; has your; is yours; did your	-	Duo	-	-
TODO	lexeme	паспорт	passport; identity document; ID	-	Duo	-	-
TODO	lexeme	аэропорт	airport	-	Duo	-	-
TODO	lexeme	отель	hotel; the hotel; a hotel	-	Duo	-	-
TODO	lexeme	твоя	yours; is your; does your; your; are your; did your; is yours	-	Duo	-	-
TODO	lexeme	вот	here are; here is; here's; here	-	Duo	-	-
TODO	lexeme	ищу	I am looking for; I look; look for; search; looking for	-	Duo	-	-
TODO	lexeme	виза	visa	-	Duo	-	-
TODO	lexeme	остановка	a stop; stop; station; the stop	-	Duo	-	-
TODO	lexeme	поезд	a train; the train; train; trains	-	Duo	-	-
TODO	lexeme	автобус	bus	-	Duo	-	-
TODO	lexeme	наша	ours; our; is ours	-	Duo	-	-
TODO	lexeme	выход	the exit; exit; the gate; gate; a gate; exits; an exit	-	Duo	-	-
TODO	lexeme	банк	bank	-	Duo	-	-
TODO	lexeme	остановке	a stop; stop; tram stop; the stop; bus stop	-	Duo	-	-
TODO	lexeme	билеты	tickets; the tickets	-	Duo	-	-
TODO	lexeme	птица	bird; a bird; poultry; the bird	-	Duo	-	-
TODO	lexeme	змея	the snake; a snake; snake	-	Duo	-	-
TODO	lexeme	мышь	the mouse; a mouse; mouse; there's a mouse	-	Duo	-	-
TODO	lexeme	лиса	the fox; fox; a fox	-	Duo	-	-
TODO	lexeme	лев	lion; the lion; a lion	-	Duo	-	-
TODO	lexeme	свинья	pig; the pig; a pig	-	Duo	-	-
TODO	lexeme	медведь	bear; is the bear; a bear; the bear	-	Duo	-	-
TODO	lexeme	муха	fly	-	Duo	-	-
TODO	lexeme	ёж	hedgehog; the hedgehog; a hedgehog	-	Duo	-	-
TODO	lexeme	утка	a duck; duck; there's a duck; the duck	-	Duo	-	-
TODO	lexeme	волк	wolf; the wolf; a wolf	-	Duo	-	-
TODO	lexeme	корова	the cow; cow; a cow	-	Duo	-	-
TODO	lexeme	курица	hen; the chicken; chicken; chicken is; a hen	-	Duo	-	-
TODO	lexeme	олень	deer; a deer; the deer; reindeer	-	Duo	-	-
TODO	lexeme	мухи	flies; fly	-	Duo	-	-
TODO	lexeme	птицы	birds; the birds; a bird; does not have a bird; bird; are birds	-	Duo	-	-
TODO	lexeme	пьют	drink; are drinking; drinking	-	Duo	-	-
TODO	lexeme	утки	duck; ducks; the duck	-	Duo	-	-
TODO	lexeme	мыши	mouse; mice; mice are; do not have a mouse	-	Duo	-	-
TODO	lexeme	медведи	bears; the bears	-	Duo	-	-
TODO	lexeme	слон	elephant; an elephant; the elephant; an elephant is	-	Duo	-	-
TODO	lexeme	заяц	the hare; hare; a hare	-	Duo	-	-
TODO	lexeme	белка	squirrel; a squirrel; protein; the squirrel	-	Duo	-	-
TODO	lexeme	котёнок	kitten; a kitten; the kitten	-	Duo	-	-
TODO	lexeme	крокодил	a crocodile; crocodile; the crocodile	-	Duo	-	-
TODO	lexeme	сова	an owl; owl; night owl; the owl	-	Duo	-	-
TODO	lexeme	собаки	the dog; dogs; a dog; dog	-	Duo	-	-
TODO	lexeme	чернов	Chernov	-	Duo	-	-
TODO	lexeme	здравствуйте	hello	-	Duo	-	-
TODO	lexeme	иван	Ivan; does Ivan	-	Duo	-	-
TODO	lexeme	ивановна	Ivanovna	-	Duo	-	-
TODO	lexeme	вера	faith; Vera; does Vera	-	Duo	-	-
TODO	lexeme	зовут	are calling; call; name	-	Duo	-	-
TODO	lexeme	как	what; how is; what's; how can I; how do I; like; as...as; how was; as; how; how are; how did; what is	-	Duo	-	-
TODO	lexeme	отлично	excellent; wonderful; great; perfectly; perfect; different	-	Duo	-	-
TODO	lexeme	иванович	Ivanovich	-	Duo	-	-
TODO	lexeme	вас зовут	your name is	-	Duo	-	-
TODO	lexeme	извини	sorry; excuse me; apologies	-	Duo	-	-
TODO	lexeme	сказать	say; do you say; to say; tell; tell me; to tell; said something; saying; say it	-	Duo	-	-
TODO	lexeme	можете	can; might; you can; may; you could; could	-	Duo	-	-
TODO	lexeme	здравствуй	Hello	-	Duo	-	-
TODO	lexeme	ваня	Vanya	-	Duo	-	-
TODO	lexeme	большое спасибо	thank you very much	-	Duo	-	-
TODO	lexeme	ещё раз	again; once more; one more time; once again	-	Duo	-	-
TODO	lexeme	молодец	attaboy; well done; did well; attagirl; good job	-	Duo	-	-
TODO	lexeme	а	but; whereas; and; while	-	Duo	-	-
TODO	lexeme	простите	sorry; excuse me; forgive	-	Duo	-	-
TODO	lexeme	тебя зовут	your name is	-	Duo	-	-
TODO	lexeme	занята	busy; is busy	-	Duo	-	-
TODO	lexeme	занят	is busy; busy; occupied; in use	-	Duo	-	-
TODO	lexeme	не так	not as; wrong; different; not that	-	Duo	-	-
TODO	lexeme	из	from; of	-	Duo	-	-
TODO	lexeme	Норвегия	Norway	-	Duo	-	-
TODO	lexeme	откуда	where from; from where	-	Duo	-	-
TODO	lexeme	справа	on the right; to the right	-	Duo	-	-
TODO	lexeme	слева	on the left; left of	-	Duo	-	-
TODO	lexeme	возле	is near; near; at; beside; next to; by; outside	-	Duo	-	-
TODO	lexeme	комната	room; a room; the room	-	Duo	-	-
TODO	lexeme	станции	the station; station; stations	-	Duo	-	-
TODO	lexeme	комнате	room; room has	-	Duo	-	-
TODO	lexeme	близко	nearby; near; close; is nearby	-	Duo	-	-
TODO	lexeme	ресторан	restaurant	-	Duo	-	-
TODO	lexeme	школы	school; of the school; schools; a school	-	Duo	-	-
TODO	lexeme	воды	water; of water; some water; for some water; of the water	-	Duo	-	-
TODO	lexeme	сестры	sisters; a sister; sister's; sister; sisters'	-	Duo	-	-
TODO	lexeme	ребёнка	child; baby; a child; children	-	Duo	-	-
TODO	lexeme	папы	father; dad; dad's; dads; fathers; does not have a father	-	Duo	-	-
TODO	lexeme	чая	tea; some tea; of tea	-	Duo	-	-
TODO	lexeme	брата	brother; brother's; brothers	-	Duo	-	-
TODO	lexeme	мамы	mom; mom's; mother's; mother; mother has; moms; mom's place	-	Duo	-	-
TODO	lexeme	от	off; away from; between; of; from; for	-	Duo	-	-
TODO	lexeme	рис	rice; the rice	-	Duo	-	-
TODO	lexeme	масло	the butter; butter; oil	-	Duo	-	-
TODO	lexeme	меня	I have a; of me; than me; me; to me; for me; I	-	Duo	-	-
TODO	lexeme	девочки	girl; the girls; girl's; girls; the girl	-	Duo	-	-
TODO	lexeme	тебя	you; for you; than you; of you	-	Duo	-	-
TODO	lexeme	сока	juice; of juice; some juice; any juice	-	Duo	-	-
TODO	lexeme	хлеба	bread; of bread	-	Duo	-	-
TODO	lexeme	стола	the table; table; desk; tables	-	Duo	-	-
TODO	lexeme	ешь	eating; having; are eating; have; eat	-	Duo	-	-
TODO	lexeme	масла	of oil; butter; oil; of butter; oils	-	Duo	-	-
TODO	lexeme	молока	any milk; some milk; milk; of milk; dairy	-	Duo	-	-
TODO	lexeme	карандаша	pencil; pencils	-	Duo	-	-
TODO	lexeme	мальчика	boy; a boy; boy's; boys; the boy	-	Duo	-	-
TODO	lexeme	ничего	anything; nothing; not bad	-	Duo	-	-
TODO	lexeme	этого	this one; this; that; for it; of this; it	-	Duo	-	-
TODO	lexeme	яблока	apple; apples; an apple	-	Duo	-	-
TODO	lexeme	их	their; are theirs; do their; they; theirs; it; them; are their	-	Duo	-	-
TODO	lexeme	ваша	your; does your; is yours; yours; is your	-	Duo	-	-
TODO	lexeme	книга	the book; book; there is a book; a book	-	Duo	-	-
TODO	lexeme	гитара	guitar; a guitar; the guitar	-	Duo	-	-
TODO	lexeme	ваш	does your; your; yours; was your; is your; is yours	-	Duo	-	-
TODO	lexeme	её	is her; it's; her; hers; by her; they; it; them; for her; its; she	-	Duo	-	-
TODO	lexeme	слово	word; the word	-	Duo	-	-
TODO	lexeme	ваши	your; are your; yours; do your	-	Duo	-	-
TODO	lexeme	ваше	your; is yours; yours; is your	-	Duo	-	-
TODO	lexeme	радио	radio; the radio	-	Duo	-	-
TODO	lexeme	твоё	your; yours	-	Duo	-	-
TODO	lexeme	фильм	movie; a movie; the movie; film; picture	-	Duo	-	-
TODO	lexeme	неделя	week; a week; the week	-	Duo	-	-
TODO	lexeme	жизнь	life; a life; life like; lifetime	-	Duo	-	-
TODO	lexeme	прошлый	previous; last; past; the previous	-	Duo	-	-
TODO	lexeme	ночь	night; the night; a night	-	Duo	-	-
TODO	lexeme	его	is his; for him; by his; him; it; he'll; he; them; his; its; quran	-	Duo	-	-
TODO	lexeme	вещь	thing	-	Duo	-	-
TODO	lexeme	гость	guest	-	Duo	-	-
TODO	lexeme	путь	path; route; way; track	-	Duo	-	-
TODO	lexeme	проблема	problem; a problem; issue; the problem	-	Duo	-	-
TODO	lexeme	парень	guy; the guy; the boyfriend; fellow; a boyfriend; boyfriend; is the guy	-	Duo	-	-
TODO	lexeme	дайте	give; let; give me	-	Duo	-	-
TODO	lexeme	маму	mother; mom	-	Duo	-	-
TODO	lexeme	воду	water; the water	-	Duo	-	-
TODO	lexeme	вижу	I see; see; can see	-	Duo	-	-
TODO	lexeme	папу	dad; father	-	Duo	-	-
TODO	lexeme	мне	I; I am; I'm; at me; me; I've; to me; for me; called; should I	-	Duo	-	-
TODO	lexeme	чашка	cup; the cup; a cup	-	Duo	-	-
TODO	lexeme	утку	duck; a duck	-	Duo	-	-
TODO	lexeme	хочет	wants; he wants; want; she wants	-	Duo	-	-
TODO	lexeme	тарелку	plate; a bowl; bowl; a plate	-	Duo	-	-
TODO	lexeme	курицу	chicken; the chicken; hen; some chicken	-	Duo	-	-
TODO	lexeme	хочешь	do you want; do you want to come; want; you want; you like; you would like; wanted; your way	-	Duo	-	-
TODO	lexeme	ложка	spoon; a spoon; the spoon	-	Duo	-	-
TODO	lexeme	собаку	dog; a dog; the dog	-	Duo	-	-
TODO	lexeme	кошку	cat; a cat; the cat	-	Duo	-	-
TODO	lexeme	девочку	girl; a girl; the girl	-	Duo	-	-
TODO	lexeme	эту	this; that; these; the	-	Duo	-	-
TODO	lexeme	знает	knows; know; has known; speaks	-	Duo	-	-
TODO	lexeme	читает	read; reads; is reading; reading	-	Duo	-	-
TODO	lexeme	вашу	your	-	Duo	-	-
TODO	lexeme	нашу	our; ours	-	Duo	-	-
TODO	lexeme	знаю	know; have known; I know	-	Duo	-	-
TODO	lexeme	тигр	tiger; does the tiger; a tiger; the tiger	-	Duo	-	-
TODO	lexeme	час	one o'clock; for an hour; an hour; hour; one	-	Duo	-	-
TODO	lexeme	два	two; 2; is two	-	Duo	-	-
TODO	lexeme	один	an; a; alone; one; solo; 1	-	Duo	-	-
TODO	lexeme	одна	on my own; an; by herself; nothing but; alone; one; solo	-	Duo	-	-
TODO	lexeme	две	two; the two; 2; for two	-	Duo	-	-
TODO	lexeme	раз	time; times; once	-	Duo	-	-
TODO	lexeme	секунда	second	-	Duo	-	-
TODO	lexeme	три	three; 3	-	Duo	-	-
TODO	lexeme	часа	hour; of an hour; o'clock; hours; an hour	-	Duo	-	-
TODO	lexeme	четыре	four	-	Duo	-	-
TODO	lexeme	вопрос	matter; question; topic; a question; issue	-	Duo	-	-
TODO	lexeme	риса	rice; of rice	-	Duo	-	-
TODO	lexeme	читаешь	read; are reading; reading	-	Duo	-	-
TODO	lexeme	читаю	am reading; read; reading	-	Duo	-	-
TODO	lexeme	работаю	working; work; have been working	-	Duo	-	-
TODO	lexeme	думаю	think; thinking; I think	-	Duo	-	-
TODO	lexeme	много	many; there are many; there are a lot; there's lots of; a lot of; lots of; much; a lot; plenty	-	Duo	-	-
TODO	lexeme	знаешь	know; you know	-	Duo	-	-
TODO	lexeme	работаешь	work; working	-	Duo	-	-
TODO	lexeme	думает	think; thought; thinks; thinking	-	Duo	-	-
TODO	lexeme	редко	rarely	-	Duo	-	-
TODO	lexeme	работает	operating; has been working; working; is working; work; operate; works; has been operating	-	Duo	-	-
TODO	lexeme	думаешь	think; thinking; do you think	-	Duo	-	-
TODO	lexeme	понимаю	understand; understanding	-	Duo	-	-
TODO	lexeme	понимаешь	understand; do you understand	-	Duo	-	-
TODO	lexeme	готовит	makes; barbecuing; has been cooking; make; cooks; is preparing; is cooking; cooking; cook; preparing; prepares	-	Duo	-	-
TODO	lexeme	готовишь	making; make; have been cooking; cooking; cook; are cooking; barbecuing	-	Duo	-	-
TODO	lexeme	понимает	understand; understands	-	Duo	-	-
TODO	lexeme	делает	does; is making; makes; do; doing; make	-	Duo	-	-
TODO	lexeme	готовлю	am making food; make; cook; make food; am cooking	-	Duo	-	-
TODO	lexeme	видит	sees; see	-	Duo	-	-
TODO	lexeme	курить	smoke; smoking	-	Duo	-	-
TODO	lexeme	курит	smoking; smokes; smoke; is smoking	-	Duo	-	-
TODO	lexeme	смотрю	watching; look; watch; looking	-	Duo	-	-
TODO	lexeme	смотришь	are looking; watching; look; watch; looking at	-	Duo	-	-
TODO	lexeme	часто	often	-	Duo	-	-
TODO	lexeme	ещё	yet; are still; even; more; any more; other; is still; another; else; still; much	-	Duo	-	-
TODO	lexeme	стакан	glass; a glass; a glass of	-	Duo	-	-
TODO	lexeme	соль	salt; the salt	-	Duo	-	-
TODO	lexeme	пиво	beer	-	Duo	-	-
TODO	lexeme	бутылка	bottle; a bottle; bottle of	-	Duo	-	-
TODO	lexeme	пачка	packet; package	-	Duo	-	-
TODO	lexeme	миска	bowl; a bowl	-	Duo	-	-
TODO	lexeme	вина	of wine; fault; blame; wine; guilt; wines	-	Duo	-	-
TODO	lexeme	сахар	sugar; the sugar	-	Duo	-	-
TODO	lexeme	купи	buy	-	Duo	-	-
TODO	lexeme	кусок	slice; a piece; piece	-	Duo	-	-
TODO	lexeme	дать	to give; give; let	-	Duo	-	-
TODO	lexeme	супа	soup; of soup; than soup	-	Duo	-	-
TODO	lexeme	соли	salt; of salt; some salt	-	Duo	-	-
TODO	lexeme	сыра	cheese; of cheese	-	Duo	-	-
TODO	lexeme	варенье	jam; the jam	-	Duo	-	-
TODO	lexeme	банка	bank; the bank; banks; jar; of a bank	-	Duo	-	-
TODO	lexeme	сахара	sugar; of sugar; some sugar	-	Duo	-	-
TODO	lexeme	ни	either; neither; nor; not; or	-	Duo	-	-
TODO	lexeme	идёшь	are going; going; go; walk; are walking	-	Duo	-	-
TODO	lexeme	домой	home	-	Duo	-	-
TODO	lexeme	иду	am going; going; go; walk; am walking	-	Duo	-	-
TODO	lexeme	идёт	is walking; is coming; is going; starting; walks; walking; go; leads; going; goes; comes; coming; is raining	-	Duo	-	-
TODO	lexeme	думаете	think; thinking; do you think	-	Duo	-	-
TODO	lexeme	живут	live; do ... live; living; lived; have been living	-	Duo	-	-
TODO	lexeme	живу	live; have been living; have lived; living	-	Duo	-	-
TODO	lexeme	стоит	is; is standing; standing; there is; is worth; stands; worth; cost; costs; should; there is...standing	-	Duo	-	-
TODO	lexeme	живёшь	live	-	Duo	-	-
TODO	lexeme	знаете	know	-	Duo	-	-
TODO	lexeme	готовим	are making food; make; cooking; cook; make food; are cooking	-	Duo	-	-
TODO	lexeme	видим	see; can see	-	Duo	-	-
TODO	lexeme	видишь	can you see; see; do you see	-	Duo	-	-
TODO	lexeme	видите	see; do you see	-	Duo	-	-
