English	Context	Foreign	Transliteration	Tip	Sources	Debug
Five		पाँच	panch			
Four		चार	chaar			
Sweet		मीठा	meetha			
Salty		नमकीन	namkeen			
Sugar		चीनी	cheeni			
Salt		नमक	namak			
Subway or Metro train		मेट्रो	metro			
Bus		बस	bas			
Auto rickshaw		ऑटो रिक्शा	auto-ricksha			
Airplane		हवाई जहाज	hawaai jahaj			
To exiting or getting off		उतरना	utarna			
Near		पास	paas			
Far		दूर	door			
Cinema		सिनेमा	sinema			
Ocean or Sea		समुद्र	samudra			
Shop		दुकान	dukaan			
Market		बाज़ार	bazaar			
There		वहाँ	wahan			
Here		यहाँ	yahan			
Airport		हवाई अड्डा	hawaai adda			
With		साथ	saath			
What		क्या	kya			
Myself		अपना	apna			
His or Her		उसका	उसका			
Bus stop		बस स्टॉप	bas stop			
Railway station		रेलवे स्टेशन	relve steshan			
Police Station		पुलिस थाना	pulis thaana			
Police		पुलिस	pulis			
Hospital		अस्पताल	aspataal			
School		विद्यालय	vidyalay			
Office		दफ़्तर	daftar			
Sweater		स्वेटर	svetar			
Formal shirt		कमीज़	kameez			
White		सफ़ेद	safed			
Red		लाल	laal			
Blue		नीला	neela			
Indian garment		साड़ी	saree			
Pant		पैंट	pant			
Shoe		जूता	juta			
Yellow		पीला	pila			
Old		पुराना	purana			
New		नया	naya			
Green		हरा	hara			
Ugly		बदसूरत	badsurat			
Beautiful		सुंदर	sundar			
Cheap		सस्ता	sasta			
Expensive		महंगा	mahanga			
Gift		तोहफ़ा	tohfa			
Book		किताब	kitab			
Bookstore		किताबों की दुकान	kitabon ki dukaan			
Clothing shop		कपड़ों की दुकान	kapdon ki dukaan			
Shoe store		जूते की दुकान	jute ki dukaan			
Mall		मॉल	mal			
Cap		टोपी	topi			
Watch		घड़ी	ghadi			
Buy		खरीदना	kharidna			
Glasses		ऐनक	ainak			
Party		पार्टी	parti			
Trip		यात्रा	yatra			
Game		मैच	match			
Sports		खेल	khel			
Wedding		विवाह	vivah			
Birthday		जन्मदिन	janmadin			
Japaan		जापान	japaan			
Language		अंग्रेज़ी	angrezi			
Person		ब्रिटिश	british			
Japaani		जापानी	Japaani			
A male or a female		अमेरिकी	ameriki			
Chinese		चीनी	chini			
A male or a female		भारतीय	bharatiya			
In		में	mein			
Country		देश	desh			
You are		तुम हो	Tum ho			
How		कैसे	kaise			
Which		कौन सा	kaun sa			
Very well		बहुत बढ़िया	bohot badhiya			
How’s it going or What’s up?		कैसा चल रहा है?	kaisa chal raha hai			
Nervous		घबराया	ghabraya			
Sad		दुखी	dukhi			
Happy		खुश	khush			
Busy		व्यस्त	vyast			
Tired		थका हुआ	thaka hua			
Comfortable or Relaxing		आरामदायक	aaramdayak			
To relax		आराम करना	aaraam karna			
Sick		बीमार	beemar			
Excited		उत्साहित	utsahit			
Celebrate		मनाना	manaana			
Me too		मैं भी	main bhi			
Like		पसंद	pasand			
Hate		नफरत	nafarat			
Dislike		नापसंद	naapasand			
Money		पैसा	paisaa			
Seven		सात	saat			
Six		छे	che			
See you soon		जल्द मिलते हैं	Jald milte hain			
What is your name		तुम्हारा नाम क्या है?	tumhara naam kya hai			
Tomorrow		कल	kal			
See you tomorrow		कल मिलते हैं	kal-milte-hain			
Later		बाद में	baad-mein			
See you later		बाद में मिलते हैं	baad-mein-milte-hain			
Assumption		लगता	lagta			
Thinking		सोचना	sochna			
मुझे चाहिए (mujhe chahiye)		मुझे चाहिए	mujhe-chahiye			
Don’t do it		मत करो	mat-Karo			
Do not want		नहीं चाहिए	nahi-Chahiye			
Help		मदद	madad			
To try		कोशिश करना	koshish-karna			
Winter		सर्दी	sardi			
Alphonso Mango		हापुस आम	haapus-aam			
Summer		गर्मी	garmi			
Rainy season		बरसात	barsaat			
Rain		बारिश	barish			
Weather		मौसम	mausam			
Shadow		छाया	chhaya			
Sunlight		धूप	dhoop			
Bad or Spoilt		खराब	Kharab			
Bad		बुरा	bura			
Good		अच्छा	accha			
February		फ़रवरी	farvari			
January		जनवरी	janvari			
Air		हवा	hawa			
Climate		जलवायु	jalvayu			
Today		आज	aaj			
Night		रात	raat			
Morning		सुबह	subah			
Evening		शाम	shaam			
Afternoon		दोपहर	dopahar			
Sky		आसमान	aasmaan			
Cloud		बादल	baadal			
Moon		चाँद	chaand			
Sun		सूरज	sooraj			
Forest		जंगल	jangal			
Desert		रेगिस्तान	registaan			
Mountain		पहाड़	pahaad			
Shore		तट	tat			
Island		द्वीप	dveep			
Waterfall		झरना	jharna			
River		नदी	nadi			
Scarf		स्कार्फ	Scarf			
I wear		मैं पहनता हूँ	main-pehnta-hoon			
Cloth		कपड़ा	kapda			
Socks		मोज़े	moze			
Gloves		दस्ताने	dastaane			
Temperature		तापमान	taapmaan			
Autumn or Fall		पतझड़	patjhad			
Flower		फूल	phool			
Spring		वसंत	vasant			
Plant		पौधा	paudhaa			
Tree		पेड़	ped			
April		अप्रैल	Aprail			
Watermelon		तरबूज़	tarbooz			
Mango		आम	aam			
Fruit		फल	phal			
Work		काम	kaam			
Job		नौकरी	naukri			
Company		कंपनी	kampanee			
Meeting		मीटिंग	meeting			
Private		निजी	niji			
Government		सरकार	sarkaar			
College		महाविद्यालय	mahavidyalaya			
Everyday or Daily		रोज़	roz			
I study		मैं पढ़ता हूँ	main-padhta-hoon			
Class		कक्षा	kaksha			
Subject		विषय	vishay			
Marks		अंक	ank			
Exam		परीक्षा	pariksha			
Science		विज्ञान	vigyaan			
Maths		गणित	ganit			
Computer		कंप्यूटर	kampyootar			
Social Science		सामाजिक विज्ञान	saamaajik-vigyaan			
Eight		आठ	aath			
Writer		लेखक	lekhak			
To Write		लिखना	likhna			
Poetess		कवयित्री	kaviyatri			
Poem		कविता	kavita			
Newspaper		समाचार पत्र	samachar-patr			
Magazine		पत्रिका	patrika			
City		शहर	shahar			
To Live		रहना	rahna			
To sleep		सोना	sona			
To wake up or get up		उठना	uthna			
Bathing		नहाना	nahana			
Breakfast		नाश्ता	nashta			
Play		खेलना	khelna			
To run		दौड़ना	daudna			
Swim		तैरना	tairna			
Walking		चलना	chalna			
Thirst		प्यास	pyaas			
Hunger		भूख	bhukh			
Listen		सुनना	sunna			
Speak		बोलना	bolna			
Talk		बात	baat			
To stand		खड़ा होना	khada hona			
To sit		बैठना	baithna			
Outside		बाहर	baahar			
Inside		अंदर	andar			
Direction		दिशा	disha			
Way		रास्ता	raasta			
Below		नीचे	niche			
Above		ऊपर	upar			
Honest		ईमानदार	imandar			
Person		व्यक्ति	vyakti			
Impatient		अधीर	adhir			
Patient		धैर्यवान	dhairyavan			
Uncle		चाचा	chacha			
Aunt		चाची	chachi			
Irresponsible		ग़ैर ज़िम्मेदार	gair-zimmedar			
Responsible		ज़िम्मेदार	zimmedar			
Generous		उदार	udaar			
Kind		दयालु	dayaalu			
Granddaughter (paternal)		पोती	poti			
Grandson (paternal)		पोता	pota			
Neighbours		पड़ोसी	padosi			
Relatives		रिश्तेदार	rishtedar			
Loyal		वफ़ादार	wafadaar			
People		लोग	log			
Trust		भरोसा	bharosa			
Respect		सम्मान	samman			
Colleague		सहकर्मी	sahkarmi			
Classmate		सहपाठी	sahpathi			
Hardwork		मेहनत	mehnat			
Lazy		आलसी	aalsi			
Hardworking		मेहनती	mehnati			
Tolerant		सहनशील	sahanshil			
Brave		बहादुर	bahaadur			
The most or Among all or With everyone		सबसे	sabse			
Tall		लंबा	lamba			
Elderly		बुज़ुर्ग	buzurg			
Young		युवा	yuva			
But		लेकिन	lekin			
Shy		शर्मीला	sharmila			
Talkative		बातूनी	baatuni			
Hair		बाल	baal			
Eyes		आँखें	aankhen			
Curly		घुँघराला	ghunghraalaa			
Straight		सीधा	seedha			
Beard		दाढ़ी	daadhi			
Mustache		मूँछ	muunch			
Eleven		ग्यारह	gyaarah			
Ten		दस	das			
Age		उम्र	umr			
Year		साल	saal			
Smart		होशियार	hoshiyaar			
Intelligent		बुद्धिमान	buddhimaan			
Serious		गंभीर	gambhir			
Calm		शांत	shaant			
Poor		गरीब	gareeb			
Rich		अमीर	ameer			
Lie		झूठ	jhooth			
Truth		सच	sach			
To dance		नाचना	naachna			
To sing		गाना	gaana			
Music		संगीत	sangeet			
Dance		नृत्य	nritya			
Modern		आधुनिक	aadhunik			
Classical		शास्त्रीय	shaastriya			
Interest		रुचि	ruchi			
Hobby		शौक	shauk			
Movie		चलचित्र	chalchitra			
Favorite		पसंदीदा	pasandida			
Boring		उबाऊ	ubaaoo			
Interesting		रोचक	rochak			
Artist		कलाकार	kalaakaar			
Famous		प्रसिद्ध	prasiddh			
Gardening		बागवानी	bagavani			
Cooking		खाना पकाना	khaana-pakaana			
Yoga		योग	yog			
Meditation		ध्यान	dhyaan			
Exercise		कसरत	kasrat			
Practice		अभ्यास	abhyaas			
Habit		आदत	aadat			
To teach		सिखाना	sikhaana			
To learn		सीखना	seekhna			
Place		जगह	jagah			
To find		खोजना	khojnaa			
Sour		खट्टा	khatta			
Spicy		तीखा	teekha			
Chess		शतरंज	shatranj			
Football		फुटबॉल	futbawl			
Enthusiasm		उत्साह	utsaah			
Passion		जुनून	junoon			
Achieve		प्राप्त करना	prapt-karna			
Successful		सफल	safal			
Success		सफलता	safaltaa			
Difficult		कठिन	kathin			
Easy		आसान	aasan			
Goal		लक्ष्य	lakshya			
Motivation		प्रेरणा	prerna			
Dream		सपना	sapna			
Effort		प्रयास	prayaas			
Hope		आशा	aasha			
Wish		इच्छा	ichcha			
To lose		हारना	haarna			
Win		जीतना	jeetna			
Never		कभी नहीं	kabhi-nahi			
Always		हमेशा	hamesha			
Often		अक्सर	aksar			
Sometimes		कभी-कभी	kabhi-kabhi			
Temple		मंदिर	mandir			
Village		गाँव	gaanv			
Street		गली	gali			
Road		सड़क	sadak			
Mosque		मस्जिद	masjid			
Church		गिरजाघर	girjaghar			
Location		स्थान	sthan			
Capital city		राजधानी	rajdhani			
Palace		महल	mahal			
Fort		किला	kilaa			
Stadium		स्टेडियम	stediym			
Museum		संग्रहालय	sangrahalay			
Traditional		पारंपरिक	paramparik			
Historical		ऐतिहासिक	aitihasik			
Close		बंद	band			
Open		खुला	khula			
Empty		खाली	khali			
Crowd		भीड़	bheed			
Well		कुआँ	kuaan			
Farm		खेत	khet			
Dirty		गंदा	gandaa			
Clean		साफ़	saaf			
Unsafe		असुरक्षित	asurakshit			
Safe		सुरक्षित	surakshit			
Dangerous		खतरनाक	khatarnak			
Area		इलाका	ilaka			
We		हम	ham			
Map		नक्शा	naksha			
Tourist		पर्यटक	paryatak			
Pollution		प्रदूषण	pradushan			
Traffic		यातायात	yaataayaat			
Sweet dessert		मिठाई	mithai			
Square		चौक	chauk			
Population		जनसंख्या	janasankhya			
Nowhere		कहीं नहीं	kahin-nahi			
Everywhere		हर जगह	har-jagah			
Wide		चौड़ा	chauda			
Narrow		तंग	tang			
Monument		स्मारक	smaarak			
Bridge		पुल	pul			
Behind		पीछे	piche			
Front		सामने	samne			
Lake		झील	jhil			
Garden		बगीचा	bagicha			
Left		बायाँ	baya			
Side		ओर	or			
Right (direction)		दायाँ	daya			
Was		था	tha			
Previous		पिछला	pichla			
Next		अगला	aglaa			
Building		इमारत	imaarat			
Noise		शोर	shor			
Chair		कुर्सी	kursi			
Table		मेज़	mez			
Booking		बुकिंग	buking			
Seat		सीट	seet			
Unavailable		अनुपलब्ध	anuplabdh			
Available		उपलब्ध	uplabdh			
Stair		सीढ़ी	sidhi			
Hotel		होटल	hotal			
Window		खिड़की	khidki			
Door		दरवाज़ा	darvaza			
View		दृश्य	drishya			
Floor		मंज़िल	manzil			
Ordered		मंगवाया	mangvaaya			
To order		मंगवाना	mangvaana			
Soup		सूप	sup			
Non-vegetarian		मांसाहारी	mansahari			
Vegetarian		शाकाहारी	shakahari			
Delicious		स्वादिष्ट	swadisht			
Dish		व्यंजन	vyanjan			
To choose		चुनना	chunna			
Option		विकल्प	vikalp			
Paneer tikka		पनीर टिक्का	paneer-tikka			
Samosa		समोसा	samosa			
Beverage		पेय	pey			
To serve		परोसना	parosna			
Stale		बासी	baasi			
Fresh		ताज़ा	taaza			
Smell		गंध	gandh			
Taste		स्वाद	swaad			
Pickle		अचार	achar			
Curd		दही	dahi			
Unhealthy		अस्वस्थकर	aswasthkar			
Many		कई	kayi			
Healthy		सेहतमंद	sehatmand			
To finish		खत्म करना	khatm-karna			
To start		शुरू करना	shuru-karna			
Special		खास	khaas			
To prepare		तैयार करना	taiyar-karna			
Knife		चाकू	chaaku			
Bowl		कटोरी	katori			
Fork		कांटा	kaanta			
Spoon		चम्मच	chammach			
Salt shaker		नमकदानी	namakdani			
Jug		जग	jag			
Lassi		लस्सी	lassi			
Juice		जूस	jus			
Receipt		रसीद	raseed			
Price		कीमत	kimat			
Payment		भुगतान	bhugtan			
Service		सेवा	seva			
Shopkeeper		दुकानदार	dukandar			
Customer		ग्राहक	grahak			
