English	Foreign	Transliteration	Context
నాన్న; నాన్నకు; తండ్రికి; నాన్నని	father	-	
కూతురు; కూతురుకి	daughter	-	
స్నేహితునివి; మిత్రురాలిని; స్నేహితునికి; మిత్రుడివి; మిత్రురాలు; మిత్రుడు; స్నేహితుడు; మిత్రునికి; స్నేహితురాలిని; స్నేహితురాలా; స్నేహితురాలు; స్నేహితుడికి; మిత్రురాలితో	friend	-	
కొడుకు; కొడుకుకు	son	-	
మనవడితో; మనవడు; మనవడిని	grandson	-	
నానమ్మకు; నానమ్మ; అమ్మమ్మని; అమ్మమ్మకు; అమ్మమ్మ; నానమ్మకి; అమ్మమ్మతో	grandmother	-	
తాతయ్యలను; తాతయ్య; తాతయ్యకు; తాతయ్యలకి; తాతయ్యను	grandfather	-	
మనవరాలు; మనవరాలిని; మనవరాలితో	granddaughter	-	
పిల్లవాడు; పిల్లవాడిగా; పిల్లవాడికి; పిల్ల; చిన్నవాడిగా; చిన్నవాడిని; బిడ్డ; పిల్లాడికి; పిల్లవి	child	-	
దయచేసి	please	-	
కాఫీ	coffee	-	
స్వాగతం	welcome	-	
లేక​; లేక; లేక్; లేదా; లేద	or	-	
ఉన్న; నీళ్ళతో; లెటర్‌తో; బర్గర్‌తో; బ్యాగ్‌తో; పేరుతో; కూడిన; డెజర్ట్‌తో; వ్యక్తితో; బ్రేక్‌ఫాస్ట్‌తో; తో; ఒకరితో; లీతో; తో పాటు; మాస్క్‌తో; పాటు; స్మిత్‌తో; స్టేక్తో; బడ్జెట్‌తో; తరగతితో; దగ్గరా	with	-	
పాలు	milk	-	
చక్కెర	sugar	-	
వెళ్ళొస్తాను	goodbye	-	
వచ్చాను	i am from	-	
మీరు; మీకు	and you	-	
కూడా	too	-	
నమస్కారం; హాయ్	hi	-	
నా పేరు	my name is	-	
నాన్న	dad	-	
అమ్మ	mom	-	
ఇదే; ఇది	this is	-	
నుండి వచ్చింది	is from	-	
పాస్‌పోర్ట్	passport	-	
టికెట్	ticket	-	
గేట్	gate	-	
బ్యాగ్	bag	-	
ఫోన్	phone	-	
ఇదేనా	is this	-	
జాకెట్	jacket	-	
స్వాగతం	welcome to	-	
కస్టమ్స్	customs	-	
నగరం	city	-	
బాగుంది	nice	-	
రద్దీ	busy	-	
మ్యూజియం	museum	-	
వీధి	street	-	
ఈ; ఇతను; దీని; ఈమె; ఇది; ఇంత	this	-	
ప్రసిద్ధి	famous	-	
ప్రశాంతం	quiet	-	
విశ్వవిద్యాలయం	university	-	
కుడివైపు; కదా; కుడి; సరైనవాడివి	right	-	
ఎక్కడ ఉంది	where is	-	
పాత	old	-	
గ్రంథాలయం	library	-	
రెస్టారెంట్	restaurant	-	
పార్క్	park	-	
చాలా	very	-	
మెనూ	menu	-	
శాండ్‌విచ్	sandwich	-	
ఖరీదైనది	expensive	-	
నాకు కావాలి	i'd like a	-	
పిజ్జా	pizza	-	
గ్లాస్ నీరు	glass of water	-	
పెద్ద	large	-	
బర్గర్	burger	-	
సలాడ్	salad	-	
సూప్ గిన్నె	bowl of soup	-	
ఏమండి	excuse me	-	
డెజర్ట్	dessert	-	
బిల్లు	check	-	
ఇది మీ	here is your	-	
రుచికరమైన	delicious	-	
వైద్యుడు	doctor	-	
నేను; నాకు	i'm	-	
షెఫ్	chef	-	
భార్య	wife	-	
ఉపాధ్యాయుడు	teacher	-	
భర్త	husband	-	
నర్స్	nurse	-	
న్యాయవాది	lawyer	-	
చాలా మంచి	great	-	
మాట్లాడతాను	speak	-	
నేను	I	-	
అర్థమవుతుంది	understand	-	
ఓహ్; అమ్మో; ఓహ్‌; అబ్బా	oh	-	
చదువుతున్నాను	study	-	
పాఠశాలలో	at school	-	
కొంచెం	a little	-	
బాగా	well	-	
ఇంట్లో	at home	-	
ఈ రోజు	today	-	
పడుతోంది	it's rainy	-	
ఇక్కడ	here	-	
చలి ఉంది	it's cold	-	
ఎండగా ఉంది	it's sunny	-	
వేడిగా ఉంది	it's hot	-	
పనిలో; దేశంలో; లోపలకి; పరీక్షలో; ఆటలో; కాఫీలో; పాఠశాలలో; లో; సూప్‌లో; సర్వీస్‌లో; 2లో; కాలిఫోర్నియాలోని; గత; ఉప్పులో; పువ్వులలో; ఇన్; బ్యాగ్‌లో; నీటిలో	in	-	
మబ్బుగా	cloudy	-	
అవసరం	need	-	
టోపీ	hat	-	
ఇది; అది	is it	-	
అది	it's	-	
గాలి వీస్తోంది	windy	-	
స్కార్ఫ్	scarf	-	
స్వెటర్	sweater	-	
కుక్క	dog	-	
పెంపుడు జంతువు	pet	-	
పిల్లి	cat	-	
ఉంది; ఉన్నాయా; ఉందా	do you have	-	
ఉంది; నాకు ఉంది	i have	-	
కుందేలు	rabbit	-	
ముద్దుగా	cute	-	
రెండు	two	-	
తెలివైన	smart	-	
మూడు	three	-	
పాము	snake	-	
ఖంగారు పడకండి	don't worry	-	
దుకాణం	store	-	
కొత్త	new	-	
తెరిచి	open	-	
చొక్కా	shirt	-	
ఎరుపు	red	-	
కావాలి	want	-	
తక్కువ ధరకి అమ్ముతున్నారు	on sale	-	
మూసి	closed	-	
నచ్చేదా; ఇష్టపడడు; ఇష్టపడరు; నచ్చుతాయా; నచ్చాయి; ఇష్టంగా; నచ్చింది; ఇష్టపడేవి; పడతాను; ఇష్టపడతారా; నచ్చిన; ఇష్టపడుతాను; ఇష్టమైతే; ఇష్టపడుతారా; నచ్చితే; లాగా; నచ్చుతాయి; మహిళలా; ఇష్టమవుతాయి; నచ్చేది; ఇష్టపడితే; నచ్చేవా; అలానే; ఇష్టపడుతారు; నచ్చుతుంది; ఇష్టపడను; ఇష్టపడుతాము; నచ్చాలని; ఇష్టమైనట్లయితే; ఇష్టపడుతున్నారు; అంటే ఇష్టం; నచ్చుతుందా; ఇష్టముంది; లాంటి; ఇష్టపడతాము; ఇష్టమని; ఇష్టమా; ఇష్టపడతావా; నచ్చవు; నేనిష్టపడతాను; ఇష్టపడతాను; నచ్చాయా; నచ్చడం; ఇష్టం; మీలా; ఇష్టపడతావు; ఇష్టమే; లాంటిది; ఇష్టము	like	-	
పరికిణి	skirt	-	
తెలుపు	white	-	
అతను; అంత; ఆన; అది; అదొక; అదా; దానికి; అంతే; ఆ; అదియే; ఆమె; మర్యాదపూర్వకంగా; అదీ	that	-	
చౌక	cheap	-	
ఆకుపచ్చ	green	-	
ఎంత	how much is	-	
ఫ్లాట్	apartment	-	
నేను బాగున్నాను	i'm good	-	
ఇదిగోండి	here is	-	
రండి	come in	-	
ఎలా ఉన్నారు	how are you	-	
హాల్	living room	-	
వంటగది	kitchen	-	
అందమైన	beautiful	-	
ఆ; ఈ	the	-	
టేబుల్	table	-	
శుభ్రమైన	clean	-	
సోఫా	couch	-	
మీదున్న; మీదా; మీదేనా; మీద; కంప్యూటర్‌లో; అల్మారమీద; చేతిపై; సమస్యలపై; ఆన్; ఆన్‌లో; న; వెబ్‌సైట్‌లో; తేదీన; దీనిపై; ఆన్⁠లో; వాళ్లపై; ఆన్లో; 12లో	on	-	
బాత్రూమ్	bathroom	-	
ఫ్రిజ్	fridge	-	
ఆహారం	food	-	
కూర్చోండి	have a seat	-	
పర్స్	wallet	-	
దగ్గరలో; దగ్గరలోనే; దగ్గర; దగ్గరకు	near	-	
తర్వాత కలుద్దాం	see you later	-	
కూడా	also	-	
నిన్ను కలవడం ఆనందంగా ఉంది	nice to meet you	-	
ప్రొఫెసర్	professor	-	
రూమ్‌మేట్	roommate	-	
కేక్	cake	-	
ఎవరు	who is	-	
మంచి​; మంచి; మంచిదా; మంచివాడివి; మంచివా; బాగుంటాయి; బాగున్నాను; బాగుంటుంది; బాగుంటుందా; బాగుందా; బాగున్నాయి; మంచివి; బాగుగా; బాగుంటుందని; మంచిదేనా; మంచిగా; బాగుందని; మంచిదని; మంచివాడిని; బాగున్నాయా; బాగుండాను; బాగున్నారు; బాగుగున్నాయో	good	-	
బాగా; నిజమా	really	-	
తరగతి	class	-	
కలిసి	together	-	
మాకు; మనము; మేం; మనమో; మాకూ; మనకి; మేము	we	-	
క్లాస్‌మేట్	classmate	-	
సరదా	fun	-	
పార్టీ	party	-	
వాళ్ళు	they	-	
కజిన్	cousin	-	
స్నేహపూర్వక	friendly	-	
నువ్వు	you're	-	
మేము	we're	-	
సరదా	funny	-	
పొరుగు	neighbor	-	
ఆలస్యం	late	-	
ఆమె	she's	-	
అతను	he's	-	
మర్యాదపూర్వక	polite	-	
ఆప్త మిత్రులు	best friend	-	
ఇంతకీ; చాలా; ఇంత	so	-	
అవి	they're	-	
కెఫే	café	-	
బ్రేక్‌ఫాస్ట్	breakfast	-	
బ్రేక్‌ఫాస్ట్‌కి; సెంట్లకు; చేసినందుకు; కోసమా; పాటు; కొరకు; కోసం; చెందారు; డాలర్లకోసం	for	-	
ఖాళీ	available	-	
తాజా	fresh	-	
ప్యాన్‌కేక్	pancake	-	
గుడ్డు	egg	-	
ఎంత	how much	-	
బ్రెడ్	bread	-	
తీపి	sweet	-	
శాకాహారి	vegetarian	-	
కారంగా	spicy	-	
పానీయం	drink	-	
తగినంత	enough	-	
పెట్టెలో; పెట్టెను	box	-	
క్రెడిట్ కార్డ్	credit card	-	
నిండిపోయింది; నిండినట్లు	full	-	
చేయబడిందా; చేసిన; పూర్తిగా; చేయారా	done	-	
కావాలి; కావాలా	do you need	-	
పెన్	pen	-	
కంప్యూటర్	computer	-	
ఆఫీస్	office	-	
తాళం చెవి	key	-	
పత్రం	document	-	
ఈ	these	-	
ముఖ్యమైన	important	-	
పనిలో	at work	-	
బాస్	boss	-	
పుస్తకం	book	-	
డెస్క్	desk	-	
కష్టమైన	hard	-	
ఉద్యోగం	job	-	
సహోద్యోగి	coworker	-	
ఆసక్తికరమైన	interesting	-	
అలసిపోయింది; అలసిపోయాను; అలసిపోయారా; అలసిపోయారు; అలసిపోయావు; అలసిపోయి; అలసిపోతారు; అలసిపోయిందా; అలసిపోతాను; అలసిపోతాము; అలసిపోయాయి; అలసిపోయాడా; అలిసిపోతాను; అలసిపోతే	tired	-	
కుటుంబం	family	-	
పాప	baby	-	
బాధపడటం	upset	-	
ఆశ్చర్యం	surprised	-	
నన్ను క్షమించండి	i'm sorry	-	
నిన్ను చూడటం ఆనందంగా ఉంది	good to see you	-	
తల్లిదండ్రులకి; తల్లిదండ్రులు; తల్లిదండ్రులను; తల్లిదండ్రులకు; తల్లితండ్రులు	parents	-	
జాగ్రత్త	take care	-	
ఉత్సాహంగా	excited	-	
ప్రశ్న	question	-	
సమాధానం	answer	-	
స్కూల్	school	-	
పరీక్ష	test	-	
సంఖ్య	number	-	
పెన్సిల్	pencil	-	
లేదు; కాదు	isn't	-	
తప్పు	wrong	-	
పదం	word	-	
ఎరేజర్	eraser	-	
పేజీ	page	-	
లేవు	aren't	-	
క్విజ్	quiz	-	
గ్రేడ్	grade	-	
చెడ్డ	bad	-	
హోంవర్క్; హోమ్వర్క్; హోమ్వర్క్లో; హోమ్వర్క్ను	homework	-	
తరగతి గది	classroom	-	
గ్రూప్	group	-	
అయోమయం	confused	-	
సహాయపడుతుందని; సహాయానికి; సహాయం; సహాయపడవచ్చు	help	-	
చెప్పుల దుకాణం	shoe store	-	
మాల్	mall	-	
పైన	upstairs	-	
ఎక్కడ	where	-	
ల్యాప్‌టాప్	laptop	-	
బూట్లు	shoe	-	
కింద	downstairs	-	
అక్కడ	over there	-	
బొమ్మల దుకాణం	toy store	-	
ఎందుకు	why	-	
వద్ద; దగ్గర; పాఠశాలలో	at	-	
విరిగిపోయింది	broken	-	
మేనేజర్	manager	-	
పొడవు	tall	-	
ఎవరు	who	-	
వ్యక్తి	person	-	
గేమ్	game	-	
బొమ్మ	doll	-	
సాక్స్	sock	-	
ఇంకొక; మరొక	another	-	
గంటలకు; గంటల; గంటలకి	o'clock	-	
ఒకరు; ఒక్కరూ; ఒకరికి; ఒక్క; ఒక్కరు; 1; ఒకటి; ఒకే; ఒక; ఒక్కటి	one	-	
సమయం ఎంత అయ్యింది	what time is it	-	
బస్	bus	-	
ఇప్పుడు	now	-	
ముప్పై; ముప్పైకి	thirty	-	
నాలుగు	four	-	
బస్ స్టేషన్; బస్ స్టేషన్‌ను	bus station	-	
రైల్వే స్టేషన్	train station	-	
ఇప్పటికీ	yet	-	
ఐదు	five	-	
టాక్సీ	taxi	-	
సమీపంలోని	nearest	-	
ఆరు	six	-	
ఏడు	seven	-	
దాదాపు	almost	-	
విమానాశ్రయం	airport	-	
తొమ్మిది	nine	-	
ఎనిమిది	eight	-	
పదిహేనుంచి; పదిహేనుగురు; పదిహేన; పదిహేనుకి; పదిహేను; పదిహేనులో	fifteen	-	
ప్లేయర్	player	-	
వేగంగా	fast	-	
ఇద్దరం; ఇద్దరినీ; ఇద్దరికీ; వాళ్లిద్దరికి	both	-	
ఫుట్‌బాల్	soccer	-	
చాలా ఇష్టం	love	-	
టెన్నిస్; టెన్నిస్‌	tennis	-	
క్రీడ	sport	-	
బేస్‌బాల్; బేస్బాల్	baseball	-	
ఇష్టమైన	favorite	-	
బంతి	ball	-	
ఆడము; నాటకం; వాయించింది; వాయిస్తాము; ఆడతాను; వాయించగలరా; ఆడావా; ఆడరు; ఆడుతారు; వాయిస్తారా; ఆడుతాము; ఆడండి; వాయిస్తావా; వాయించారా; ఆడుతారా; ఆడాడా; ఆడటానికి; ఆడడు; ఆడతాము; వాయిస్తాను; ఆడను; ఆడాలని; ఆడతాం; ఆడవచ్చా; వాయిస్తుందా; ఆడేవారా; వాయించాడు; ఆడతారు; ఆడతారా; ఆడతాయి	play	-	
చాలా	a lot	-	
నాకూ	me too	-	
ఉత్కంఠభరితం	exciting	-	
జట్టు	team	-	
బాస్కెట్‌బాల్; బాస్కెట్బాల్	basketball	-	
శనివారం	saturday	-	
వంట చేయడం	cook	-	
ప్రతి రోజూ	every day	-	
ప్రతి	every	-	
విశ్రాంతి తీసుకోవడం	rest	-	
ఊడవడం	sweep	-	
ఎప్పుడూ	always	-	
సాధారణంగా	usually	-	
కిటికీ	window	-	
నేల	floor	-	
కడగడం	wash	-	
శుక్రవారం	friday	-	
వారం	week	-	
నెల	month	-	
ఆదివారం	sunday	-	
వాచ్‌; చూస్తాము; చూస్తారా; చూస్తారు; చూస్తాను; చూస్తున్నప్పుడు; చూస్తాడా; వాచ్; వాచ్⁠ని; చూస్తే	watch	-	
సినిమా	movie	-	
టీవీ; టీవీని	tv	-	
రాత్రిపూట	at night	-	
తింటారు; తింటాడు; తింటాను	eat breakfast	-	
ఉదయం	a.m.	-	
పది	ten	-	
సోమవారం	monday	-	
ప్రారంభించారు	start school	-	
ప్రారంభిస్తాను; ప్రారంభిస్తాము	start work	-	
తొందరగా; ముందుగానే	early	-	
బుధవారం	wednesday	-	
వెళ్తాను	go	-	
మంగళవారం	tuesday	-	
స్మిత్‌కి; అమెరికాకి; ఉంది; టామ్‌కి; స్కూల్‌కు; కి; వెళ్ళే; కి వెళ్ళే; లీకి; ఈమెయిల్‌కి; చేయటానికి; డేవిడ్⁠కి; ఫ్లాట్‍కి; దగ్గరికి; చేయడానికి	to	-	
వెళుతుంది; వెళ్తున్నాడు; వెళ్తారు; వెళ్లే	goes	-	
జిమ్	gym	-	
గురువారం	thursday	-	
పాఠశాల తర్వాత	after school	-	
కొన్నిసార్లు	sometimes	-	
పని అయిపోయిన తర్వాత	after work	-	
నడిచి	walk	-	
డిన్నర్	dinner	-	
తినడం	eat	-	
రాత్రి; మధ్యాహ్నం	p.m.	-	
తరచుగా	often	-	
పొందాలని; తీసుకెళ్లాలి; తీయుతారు; తీసుకోవచ్చా; తీసుకుందామా; తీయాలని; తీసుకుంటుందా; తీసుకుంటారు; తీసుకుంటావు; తీసేందుకు; తీసుకునే; తీసుకెళ్దాం; తీసుకెళ్తా; తీసుకున్నారు; తీసుకోను; తీయండి; పట్టింది; తీసుకోవాలని; తీస్తాను; తీసుకువద్దాము; తీసుకోవాలి; తీసుకుంటారా; తీయాలా; తీసుకోవడమే; తియ్యండి; తీసి; తీసుకుంటాయి; తీసుకోవడానికి; తీసుకువెళ్తాము; తీస్తారా; తీస్తారు; తీసుకుంటాను; తీస్కోవగలను; వహిస్తారా; తీశారా	take	-	
వేసవి	summer	-	
సంవత్సరం	year	-	
సెలవులు	vacation	-	
గదికి; రూమ్‌లో; గదిని; గది; రూమ్; రూమ్‌కి; రూమ్లో	room	-	
రిజర్వేషన్	reservation	-	
గడిచిన; కలిగి ఉన్నారు; ఉంది; ఉన్నారు; ఉందా; గడపండి; ఉన్నాయి; ఉన్నాయా; చేసుకుంటాము; కలదు; ఉన్నాం	have	-	
సిద్ధం	ready	-	
ఫోన్ నంబర్	phone number	-	
తువాలు	towel	-	
టూత్‌బ్రష్	toothbrush	-	
దిండు	pillow	-	
హోటల్	hotel	-	
సెలవులో	on vacation	-	
అనుమతి	allowed	-	
ప్రదేశం	place	-	
వెచ్చని	warm	-	
ప్రయాణం	travel	-	
రాత్రి	night	-	
అరటిపండు	banana	-	
టమాటో	tomato	-	
యాపిల్	apple	-	
ఒక	an	-	
కొనడం	buy	-	
జున్ను; చీజ్⁠ని; చీజ్; చీజ్‌; చీజ్కు	cheese	-	
ఉల్లిపాయ	onion	-	
బీన్స్	bean	-	
సూప్	soup	-	
ఉప్పు	salt	-	
కూరగాయ	vegetable	-	
మాంసం	meat	-	
అన్నం; వరి/బియ్యం/అన్నం; బియ్యం	rice	-	
చికెన్; కోడి	chicken	-	
సీసా	bottle	-	
జూస్	juice	-	
ని; యొక్క; యొక్కది	of	-	
ఐస్ క్రీమ్	ice cream	-	
అత్త; పిన్ని/పిన్నమ్మ; అత్త/పెద్దమ్మ; పిన్ని	aunt	-	
బాయ్‌ఫ్రెండ్	boyfriend	-	
నానమ్మ-తాతయ్యలు; అమ్మమ్మ-తాతయ్యలు	grandparents	-	
గర్ల్‌ఫ్రెండ్	girlfriend	-	
బాబాయి	uncle	-	
కలిగి ఉన్నారు; ఉంది; ఉన్నారు; ఉన్నాయి; ఉన్నాడు; అయ్యిందా; వుంటుంది	has	-	
పిల్లులను; పిల్లలను; పిల్లలూ; పిల్లల; పిల్లులకు; పిల్లలతో; పిల్లలు; పిల్లల్ని	children	-	
గోధుమ రంగు	brown	-	
నీలం	blue	-	
కన్ను	eye	-	
జుట్టు	hair	-	
పొట్టి	short	-	
గడ్డం	beard	-	
పెళ్లి అయ్యింది	married	-	
తమ; వాళ్ళ; వారి; వాళ్ల	their	-	
బంగారం రంగు	blond	-	
సింగిల్; ఒంటరిగా; సింగిల్‌; సింగిల్‌గా	single	-	
మా; మన; మాకు	our	-	
కుర్చీ	chair	-	
ధన్యవాదాలు; థాంక్స్‌	thanks	-	
కెమెరా	camera	-	
ఫోటో	picture of	-	
ఫోటో	picture	-	
గడియారం	clock	-	
అవి; వాటి	those	-	
బ్యాండ్	band	-	
పియానో	piano	-	
ఆడగలము	play the	-	
గిటార్	guitar	-	
సంగీతం	music	-	
గోడ	wall	-	
పోస్టర్	poster	-	
మొక్క	plant	-	
రంగు	color	-	
నోట్‌బుక్	notebook	-	
చదువుతాను	read	-	
కింద; పేరుకింద	under	-	
ఆగండి	wait	-	
ఇక్కడే	right here	-	
ఏ రకమైన	what kind of	-	
అయ్యో	oh no	-	
పోయింది	lost	-	
బూడిద రంగు	gray	-	
చేతి తొడుగు	glove	-	
మురికిగా	dirty	-	
కంచం	plate	-	
గిన్నె	bowl	-	
పుట్టినరోజు	birthday	-	
బహుమతి	gift	-	
కోసం ధన్యవాదాలు	thank you for	-	
నలుపు	black	-	
బ్యాక్‌ప్యాక్	backpack	-	
కళ్లద్దాలు	glasses	-	
ఏ రంగు	what color	-	
డ్రెస్	dress	-	
టీ-షర్ట్	t-shirt	-	
ఊదా రంగు	purple	-	
ఉంది; కావాలి	i'd like	-	
దానిని; అది; దాన్ని; దీన్ని; లా; దానికి; దాని; ఇవి; ఇది; దీనిని; అలా; దాంటిని	it	-	
బూటు	boot	-	
నారింజ	orange	-	
కనిపిస్తోంది	see	-	
మధ్యస్థ	medium	-	
దువ్వెన	brush	-	
ఎక్కువ	a lot of	-	
వావ్; వావ్‌	wow	-	
షాంపూ	shampoo	-	
ఇక్కడ ఉన్నాయి	here are	-	
డాలర్	dollar	-	
ధర	cost	-	
ఇరవై	twenty	-	
కొంతమంది; కొన్ని; కొంచెం; ఏదో; కొంత; కొన్నిటి; కొందరు	some	-	
చక్కగా	cool	-	
చాలా	so many	-	
జీన్స్	jeans	-	
ఆకలి	hungry	-	
బజారు	market	-	
షాపింగ్ వెళ్లడం	go shopping	-	
నగర కేంద్రంలో	downtown	-	
స్ట్రాబెర్రీలు	strawberry	-	
నిమ్మకాయ	lemon	-	
చెర్రీ	cherry	-	
మరింత; మరిన్ని; మరెంతమంది; ఎక్కువ	more	-	
పసుపు రంగు	yellow	-	
పౌండ్	pound	-	
బంగాళదుంప	potato	-	
చేయగలను; రాగలమా; చేయగలము; చేయగలాను; పొందలేరు; కావచ్చు; ఎక్కవచ్చా; చూడవచ్చా; చేయగలుగుతాను; చేయగలదు; చేయగలిగితే; వెళ్ళగలను; చేసుకోవచ్చు; కొనగలరా; చెయ్యవచ్చు; వినిపిస్తుందా; చేయగలమని; ఆర్డర్ చేయవచ్చా; అర్థం చేసుకోలేను; చేయవచ్చా; ఎక్కవచ్చు; రాగలరా; రావచ్చు; చెప్పవచ్చు; చెప్పగలవు; చూడవచ్చు; చేయగలరు; చెయ్యగలం; పెట్టవచ్చా; చేయగలనా; వినవచ్చా; చేయగలరా; చేరవచ్చు; ఇవ్వచ్చా; ఇవ్వగలరా; చెయ్యవచ్చా; వినగలవా; చేయగలమా; దాచవచ్చా; చూడగలవా; అర్థం చేసుకోగలను; చూడగలనా; చేయగలవా; చేయగల; అర్థం చేసుకోగలవా; చేయగలడని; ఉపయోగించగలమా	can	-	
చాలా	very much	-	
పదకొండు	eleven	-	
దాహం	thirsty	-	
క్యారెట్	carrot	-	
శుభ మధ్యాహ్నం	good afternoon	-	
నగదు	cash	-	
పన్నెండు	twelve	-	
మ్యాప్	map	-	
ఉన్నదా; చేయను; చేస్తానో; చేస్తాను; చేసుకోవడం; చేస్తారా; చేస్తారు; ఉన్నారా; చేయడానికి; మనకు; చేయాలని; ఉందా; చేస్తాయి; చేసి; చేస్తావు; ఉన్నాయా; చేసుకుంటాము; చేస్తారో; చేస్తుంటారు; వేస్తాము; చేయు	do	-	
చిరునామా	address	-	
తెలుసు	know	-	
నివసించడం	live	-	
చేస్తుంది; ఉంటుందా; చేస్తారు; చేస్తాడు; చేస్తున్నారు; చేస్తుందా	does	-	
పోస్ట్ ఆఫీస్	post office	-	
కిరాణా దుకాణం	grocery store	-	
పర్యాటకుడు	tourist	-	
పోలీస్ అధికారి	police officer	-	
మందుల దుకాణం	pharmacy	-	
పక్కన	next to	-	
దూరం; దూరంగా; దూరంలో	far away	-	
ఇంటి పేరు	last name	-	
మొదటి పేరు	first name	-	
రా; ఇక్కడ రా	come here	-	
ఆస్వాదించడం	enjoy	-	
ఫుట్⁠బాల్; ఫుట్‌బాల్; ఫుట్బాల్; ఫుట్‌బాల్‌; బంతిని	football	-	
విసుగు	boring	-	
తాగచేయకండి; చింతించకండి; తెలియచేయకండి; ఇష్టముండచేయకండి; తీసుకురావద్దు; తీసుకోచేయకండి; అడగచేయకండి; తినచేయకండి; చెప్పకండి; ఆడచేయకండి; పోయిపోచేయకండి; లేని	don't	-	
అస్సలు కాదు	no way	-	
సాధన	practice	-	
కష్టం	difficult	-	
లేదు	doesn't	-	
హాకీ	hockey	-	
బలమైన	strong	-	
సులభం	easy	-	
వాలీబాల్‌ను; వాలీబాల్	volleyball	-	
వస్తుంది; వస్తాయి; బాగా; వస్తుందా	good at	-	
వీడియో గేమ్	video game	-	
నియమం	rule	-	
కార్డ్ గేమ్	card game	-	
గెలవడం	win	-	
అల్మారా	closet	-	
బోర్డ్ గేమ్	board game	-	
ఎప్పుడూ; ఎప్పటికీ	never	-	
దగ్గు	cough	-	
అస్వస్థంగా ఉన్నావా; అస్వస్థంగా ఉంటావు; అస్వస్థంగా ఉంటాను; అస్వస్థంగా ఉన్నారా; అస్వస్థంగా ఉన్నాను; అస్వస్థంగా లేను	feel sick	-	
జ్వరం	fever	-	
ఫ్లూ	the flu	-	
చెవి	ear	-	
కడుపు	stomach	-	
నొప్పిగా; బాధపెట్టాలని; దెబ్బ; తగిలింది; నొప్పి; బాధపెట్టాయి; నొప్పించాను; నొప్పించింది; నొప్పిచేసింది	hurt	-	
తల	head	-	
-	feel	-	
చేయి	hand	-	
అనారోగ్యం	sick	-	
